,time,beat_start,beat1,beat2,beat_index,mel_start,mel_end,mel_pitch,mel_velocity,mel_index,bri_start,bri_end,bri_pitch,bri_velocity,bri_index,pia_start,pia_end,pia_pitch,pia_velocity,pia_index,chord_start,chord_end,chord,chord_index
0,0.1674,0.1674,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.1674,0.7674,N,0.0
1,0.7674,0.7674,0.0,0.0,1.0,,,,,,,,,,,,,,,,0.7674,1.3674,N,1.0
2,1.3674,0.7674,0.0,0.0,1.0,,,,,,,,,,,,,,,,1.3674,1.9674,N,2.0
3,1.3674000000000002,1.3674000000000002,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.3674,1.9674,N,2.0
4,1.9674,1.9674,0.0,0.0,3.0,,,,,,,,,,,,,,,,1.9674,2.5674,N,3.0
5,2.5674,2.5674,1.0,0.0,4.0,,,,,,,,,,,,,,,,2.5674,3.1674,N,4.0
6,3.1674,3.1674,0.0,0.0,5.0,,,,,,,,,,,,,,,,3.1674,3.7674,N,5.0
7,3.7674,3.7674,1.0,1.0,6.0,,,,,,,,,,,,,,,,3.7674,4.3674,N,6.0
8,4.3674,4.3674,0.0,0.0,7.0,,,,,,,,,,,,,,,,4.3674,4.9674,N,7.0
9,4.9674,4.3674,0.0,0.0,7.0,,,,,,,,,,,,,,,,4.9674,5.5674,N,8.0
10,4.9674000000000005,4.9674000000000005,1.0,0.0,8.0,,,,,,,,,,,,,,,,4.9674,5.5674,N,8.0
11,5.5674,5.5674,0.0,0.0,9.0,,,,,,,,,,,,,,,,5.5674,6.1674,N,9.0
12,6.1674,6.1674,1.0,1.0,10.0,,,,,,,,,,,,,,,,6.1674,6.7674,N,10.0
13,6.7674,6.7674,0.0,0.0,11.0,,,,,,,,,,,,,,,,6.7674,7.3674,N,11.0
14,7.3674,7.3674,1.0,0.0,12.0,,,,,,,,,,,,,,,,7.3674,7.9674,N,12.0
15,7.9674,7.9674,0.0,0.0,13.0,,,,,,,,,,,,,,,,7.9674,8.5674,N,13.0
16,8.5674,8.5674,1.0,1.0,14.0,,,,,,,,,,,,,,,,8.5674,9.1674,N,14.0
17,9.1674,9.1674,0.0,0.0,15.0,,,,,,,,,,,,,,,,9.1674,9.7674,N,15.0
18,9.7674,9.7674,1.0,0.0,16.0,,,,,,,,,,,,,,,,9.7674,10.3674,N,16.0
19,10.3674,10.3674,0.0,0.0,17.0,,,,,,,,,,,,,,,,10.3674,10.9674,N,17.0
20,10.9674,10.9674,1.0,1.0,18.0,,,,,,,,,,,,,,,,10.9674,11.5674,N,18.0
21,10.9675,10.9674,1.0,1.0,18.0,,,,,,10.9675,12.83,64.0,127.0,0.0,,,,,,10.9674,11.5674,N,18.0
22,11.5674,11.5674,0.0,0.0,19.0,,,,,,10.9675,12.83,64.0,127.0,0.0,,,,,,11.5674,12.1674,N,19.0
23,12.1674,12.1674,1.0,0.0,20.0,,,,,,10.9675,12.83,64.0,127.0,0.0,,,,,,12.1674,12.7674,N,20.0
24,12.7674,12.7674,0.0,0.0,21.0,,,,,,10.9675,12.83,64.0,127.0,0.0,,,,,,12.7674,13.3674,N,21.0
25,12.83,12.7674,0.0,0.0,21.0,,,,,,10.9675,12.83,64.0,127.0,0.0,,,,,,12.7674,13.3674,N,21.0
26,13.3674,13.3674,1.0,1.0,22.0,,,,,,,,,,,,,,,,13.3674,13.9674,N,22.0
27,13.3675,13.3674,1.0,1.0,22.0,,,,,,13.3675,13.9675,62.0,97.0,1.0,,,,,,13.3674,13.9674,N,22.0
28,13.9674,13.9674,0.0,0.0,23.0,,,,,,13.3675,13.9675,62.0,97.0,1.0,,,,,,13.9674,14.5674,N,23.0
29,13.9675,13.9674,0.0,0.0,23.0,,,,,,13.9675,14.12375,64.0,100.0,2.0,,,,,,13.9674,14.5674,N,23.0
30,14.1175,13.9674,0.0,0.0,23.0,,,,,,14.1175,14.2675,62.0,69.0,3.0,,,,,,13.9674,14.5674,N,23.0
31,14.12375,13.9674,0.0,0.0,23.0,,,,,,14.1175,14.2675,62.0,69.0,3.0,,,,,,13.9674,14.5674,N,23.0
