,time,beat_start,beat1,beat2,beat_index,mel_start,mel_end,mel_pitch,mel_velocity,mel_index,bri_start,bri_end,bri_pitch,bri_velocity,bri_index,pia_start,pia_end,pia_pitch,pia_velocity,pia_index,chord_start,chord_end,chord,chord_index
0,0.0379687499999999,0.0379687499999999,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,0.037969,0.0379687499999999,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.037969,0.506719,N,0.0
2,0.50671875,0.50671875,0.0,0.0,1.0,,,,,,,,,,,,,,,,0.037969,0.506719,N,0.0
3,0.506719,0.50671875,0.0,0.0,1.0,,,,,,,,,,,,,,,,0.506719,0.975469,N,1.0
4,0.97546875,0.97546875,1.0,1.0,2.0,,,,,,,,,,,,,,,,0.506719,0.975469,N,1.0
5,0.975469,0.97546875,1.0,1.0,2.0,,,,,,,,,,,,,,,,0.975469,1.444219,N,2.0
6,1.44421875,1.44421875,0.0,0.0,3.0,,,,,,,,,,,,,,,,0.975469,1.444219,N,2.0
7,1.444219,1.44421875,0.0,0.0,3.0,,,,,,,,,,,,,,,,1.444219,1.912969,N,3.0
8,1.91296875,1.91296875,1.0,0.0,4.0,,,,,,,,,,,,,,,,1.444219,1.912969,N,3.0
9,1.912969,1.91296875,1.0,0.0,4.0,,,,,,,,,,,,,,,,1.912969,2.381719,N,4.0
10,2.38171875,2.38171875,0.0,0.0,5.0,,,,,,,,,,,,,,,,1.912969,2.381719,N,4.0
11,2.381719,2.38171875,0.0,0.0,5.0,,,,,,,,,,,,,,,,2.381719,2.850469,N,5.0
12,2.85046875,2.85046875,1.0,1.0,6.0,,,,,,,,,,,,,,,,2.381719,2.850469,N,5.0
13,2.850469,2.85046875,1.0,1.0,6.0,,,,,,,,,,,,,,,,2.850469,3.319219,N,6.0
14,3.31921875,3.31921875,0.0,0.0,7.0,,,,,,,,,,,,,,,,2.850469,3.319219,N,6.0
15,3.319219,3.31921875,0.0,0.0,7.0,,,,,,,,,,,,,,,,3.319219,3.787969,N,7.0
16,3.78796875,3.78796875,1.0,0.0,8.0,,,,,,,,,,,,,,,,3.319219,3.787969,N,7.0
