,start,end,pitch,velocity
0,16.560737391666667,16.8124731,63.0,127.0
1,16.977403391666666,17.517333083333334,60.0,112.0
2,17.602402391666665,18.609345225,60.0,117.0
3,19.477399391666665,19.63712135833333,60.0,100.0
4,19.685732391666665,20.279481441666665,55.0,99.0
5,20.310731391666664,21.694409733333334,53.0,90.0
6,23.227393391666666,23.338504325,58.0,127.0
7,23.435726391666666,23.53121235,60.0,102.0
8,23.644059391666666,24.1457947,63.0,127.0
9,24.477391391666664,25.081557091666667,63.0,127.0
10,26.144055391666665,26.38190223333333,58.0,122.0
11,26.352388391666665,26.817665424999998,60.0,95.0
12,26.977387391666664,28.274260316666666,60.0,112.0
13,29.894049391666666,29.98606313333333,63.0,127.0
14,30.310715391666665,30.694395333333333,60.0,127.0
15,30.935714391666664,31.850643483333332,60.0,127.0
16,32.810711391666665,32.92876675833333,58.0,122.0
17,33.01904439166667,33.574599058333334,55.0,107.0
18,33.64404339166666,35.031193949999995,53.0,100.0
19,36.560705391666666,36.65445524166667,58.0,122.0
20,36.76903839166666,36.86626045833333,60.0,102.0
21,36.977371391666665,37.53466216666666,63.0,127.0
22,37.810703391666664,38.65271593333333,63.0,127.0
23,39.47736739166667,39.56070059166667,63.0,122.0
24,39.685700391666664,40.09542195833333,60.0,122.0
25,40.31069939166667,42.223890775,60.0,122.0
26,43.22736139166666,43.4790971,63.0,127.0
27,43.64402739166666,44.18395708333333,60.0,112.0
28,44.269026391666664,45.275969225,60.0,117.0
29,46.144023391666664,46.30374535833333,60.0,100.0
30,46.35235639166667,46.94610544166667,55.0,99.0
31,46.97735539166666,48.36103373333333,53.0,90.0
32,49.894017391666665,50.005128325,58.0,127.0
33,50.10235039166666,50.197836349999996,60.0,102.0
34,50.310683391666664,50.812418699999995,63.0,127.0
35,51.14401539166666,51.748181091666666,63.0,127.0
36,52.81067939166667,53.048526233333334,63.0,122.0
37,53.019012391666664,53.484289425,60.0,95.0
38,53.644011391666666,54.94088431666666,60.0,112.0
39,56.56067339166666,56.65268713333333,63.0,127.0
40,56.97733939166666,57.36101933333333,60.0,127.0
41,57.60233839166666,58.51726748333333,60.0,127.0
42,59.477335391666664,59.59539075833333,58.0,122.0
43,59.68566839166667,60.24122305833333,55.0,107.0
44,60.31066739166666,61.697817949999994,53.0,100.0
45,63.227329391666665,63.321079241666666,58.0,122.0
46,63.43566239166666,63.53288445833333,60.0,102.0
47,63.643995391666664,64.20128616666666,63.0,127.0
48,64.47732739166666,65.31933993333332,63.0,127.0
49,66.14399139166666,66.22732459166666,63.0,122.0
50,66.35232439166667,66.76204595833333,60.0,122.0
51,66.97732339166666,68.890514775,60.0,122.0
52,69.47731939166667,69.82627716666666,55.0,112.0
53,69.89398539166666,70.19780435,58.0,122.0
54,70.31065139166667,71.49294116666667,60.0,122.0
55,71.97731539166666,72.32453705833333,63.0,127.0
56,72.39398139166666,72.78807798333332,62.0,127.0
57,72.81064739166666,73.15613295,60.0,102.0
58,73.22731339166667,73.50161850833334,58.0,112.0
59,73.64397939166666,74.99293556666666,58.0,127.0
60,74.89397739166667,75.09710206666666,55.0,102.0
61,75.31064339166666,76.49814149166666,60.0,122.0
62,76.56064139166666,76.671752325,60.0,112.0
63,76.76897439166666,76.86446035,62.0,107.0
64,76.97730739166666,77.98598633333333,63.0,127.0
65,78.43563839166666,78.52244380833334,63.0,127.0
66,78.64397139166667,78.93042926666666,63.0,127.0
67,79.06063739166666,79.28459536666666,62.0,100.0
68,79.47730339166667,79.6665392,60.0,97.0
69,79.68563639166666,80.21167721666666,62.0,97.0
70,80.31063539166666,81.82452185833333,58.0,117.0
71,82.81063139166666,83.13701975833332,55.0,102.0
72,83.22729739166667,83.58146349166667,58.0,127.0
73,83.64396339166666,84.64743400833333,60.0,127.0
74,85.31062739166666,85.6873629,63.0,127.0
75,85.72729339166666,86.11791776666666,62.0,122.0
76,86.14395939166667,86.46513943333333,60.0,102.0
77,86.56062539166666,86.869652675,58.0,112.0
78,86.97729139166667,87.35923522499999,58.0,117.0
79,87.39395739166666,88.01027585,67.0,127.0
80,88.22728939166666,88.52242780833333,65.0,127.0
81,88.64395539166667,89.04326030833333,65.0,99.0
82,89.06062139166666,89.84013403333333,63.0,112.0
83,89.89395339166666,90.1040225,63.0,127.0
84,90.10228639166667,90.23943895,62.0,86.0
85,90.31061939166666,91.26895119166666,60.0,122.0
86,91.97728339166666,92.30193564999999,58.0,127.0
87,92.39394939166667,92.62137958333332,60.0,100.0
88,92.81061539166666,93.08492050833333,67.0,127.0
89,93.22728139166666,95.327972475,65.0,127.0
90,96.14394339166667,96.30192925,58.0,127.0
91,96.35227639166666,96.52415111666666,60.0,96.0
92,96.56060939166666,96.77762293333333,63.0,127.0
93,96.76894239166666,96.95991430833332,60.0,96.0
94,96.97727539166667,98.93039726666666,63.0,127.0
95,99.26893839166667,99.34011883333334,58.0,112.0
96,99.47727139166666,99.60227119166666,58.0,122.0
97,99.68560439166666,99.80539586666666,60.0,100.0
98,99.89393739166667,100.09358985,63.0,122.0
99,100.31060339166666,102.61615525833332,67.0,127.0
100,103.22726539166666,103.42518174166666,67.0,122.0
101,103.64393139166665,104.76719348333333,65.0,127.0
102,104.89392939166666,105.08663741666666,63.0,127.0
103,105.10226239166666,106.07101084166666,60.0,117.0
104,106.56059339166666,106.87482899999999,67.0,112.0
105,106.97725939166666,108.12829921666666,65.0,127.0
106,108.22725739166667,108.48246531666666,63.0,122.0
107,108.43559039166666,108.62829841666667,60.0,96.0
108,108.64392339166666,109.32100564166666,58.0,122.0
109,109.47725539166666,109.62656070833333,58.0,127.0
110,109.68558839166666,109.83662981666666,60.0,102.0
111,109.89392139166667,110.10572660833333,63.0,117.0
