,beat,chord,chord_end
0,0.362823348,N,1.068705
1,1.068705348,N,1.774587
2,1.774587348,B:min,4.598115
3,2.480469348,,
4,3.1863513480000005,,
5,3.892233348,,
6,4.598115348,G:maj,7.421643
7,5.303997348,,
8,6.009879347999999,,
9,6.715761347999999,,
10,7.421643347999999,A:maj,10.245171
11,8.127525347999999,,
12,8.833407348,,
13,9.539289348,,
14,10.245171348,D:maj,13.068699
15,10.951053348,,
16,11.656935348,,
17,12.362817347999998,,
18,13.068699348,G:maj,15.892227
19,13.774581347999998,,
20,14.480463348,,
21,15.186345347999998,,
22,15.892227348,D:maj/3,17.303991
23,16.598109347999998,,
24,17.303991348,B:maj,18.715755
25,18.009873348,,
26,18.715755348,E:min,20.127519
27,19.421637348,,
28,20.127519348,A:maj,21.539283
29,20.833401348,,
30,21.539283348,D:maj,24.362811
31,22.245165348,,
32,22.951047348000003,,
33,23.656929348,,
34,24.362811348,D:maj,27.186339
35,25.068693348,,
36,25.774575348000003,,
37,26.480457348,,
38,27.186339348,A:maj,30.009867
39,27.892221348,,
40,28.598103348,,
41,29.303985348,,
42,30.009867348,B:min,32.833395
43,30.715749348000003,,
44,31.421631348,,
45,32.127513348,,
46,32.833395348,F#:min,35.656923
47,33.539277348,,
48,34.245159348,,
49,34.951041348000004,,
50,35.656923348,G:maj,38.480451
51,36.362805348,,
52,37.068687348000005,,
53,37.774569348,,
54,38.480451348,D:maj,39.892215
55,39.186333348,,
56,39.892215348,B:maj/3,41.303979
57,40.598097348,,
58,41.303979348,E:min,44.127507
59,42.009861348,,
60,42.715743348,,
61,43.421625348,,
62,44.127507348,A:maj,46.951035
63,44.833389348,,
64,45.53927134799999,,
65,46.245153348,,
66,46.951035348,D:maj,49.774563
67,47.65691734799999,,
68,48.362799348,,
69,49.068681348,,
70,49.774563348,A:maj,51.892209
71,50.480445348,,
72,51.186327348,,
73,51.892209348,A:maj,52.598091
74,52.598091348,B:maj,54.715737
75,53.303973348,,
76,54.009855348,,
77,54.715737348,B:min,55.421619
78,55.421619348,F#:min,57.539265
79,56.127501348,,
80,56.833383348,,
81,57.539265348,A:maj6,58.245147
82,58.245147348,G:maj,60.362793
83,58.951029348,,
84,59.656911348,,
85,60.362793348,G:maj/3,61.068675
86,61.068675348,D:maj,62.480439
87,61.774557348,,
88,62.480439348,Eb:aug,63.186321
89,63.186321348,B:maj,63.892203
90,63.892203348,E:min,65.303967
91,64.598085348,,
92,65.303967348,A:maj,66.009849
93,66.009849348,D:sus2,67.421613
94,66.715731348,,
95,67.421613348,D:maj,68.833377
96,68.127495348,,
97,68.833377348,G:maj6,70.245141
98,69.539259348,,
99,70.245141348,G:maj,70.951023
100,70.951023348,A:maj,71.656905
101,71.656905348,A:maj,72.362787
102,72.362787348,F#:min,73.774551
103,73.068669348,,
104,73.774551348,B:min,74.480433
105,74.480433348,B:min,75.186315
106,75.186315348,E:min,76.598079
107,75.892197348,,
108,76.598079348,A:maj,77.303961
109,77.303961348,A:maj,78.009843
110,78.009843348,D:maj,80.127489
111,78.715725348,,
112,79.421607348,,
113,80.127489348,D:7,80.833371
114,80.833371348,F#:maj,82.951017
115,81.539253348,,
116,82.245135348,,
117,82.951017348,F#:maj,83.656899
118,83.656899348,B:min,85.068663
119,84.362781348,,
120,85.068663348,A:maj,85.774545
121,85.774545348,A:maj,86.480427
122,86.480427348,E:min,88.598073
123,87.186309348,,
124,87.892191348,,
125,88.598073348,E:min,89.303955
126,89.303955348,A:maj,91.421601
127,90.009837348,,
128,90.715719348,,
129,91.421601348,A:maj,92.127483
130,92.127483348,G:maj,93.539247
131,92.833365348,,
132,93.539247348,A:maj,94.245129
133,94.245129348,A:maj,94.951011
134,94.951011348,F#:min,96.362775
135,95.656893348,,
136,96.362775348,B:min,97.068657
137,97.068657348,B:min,97.774539
138,97.774539348,E:min,99.186303
139,98.480421348,,
140,99.186303348,A:maj,99.892185
141,99.892185348,A:maj,100.598067
142,100.598067348,D:maj,102.715713
143,101.303949348,,
144,102.009831348,,
145,102.715713348,D:7,103.421595
146,103.421595348,F#:maj,105.539241
147,104.127477348,,
148,104.833359348,,
149,105.539241348,F#:maj,106.245123
150,106.245123348,B:min,107.656887
151,106.951005348,,
152,107.656887348,A:maj,108.362769
153,108.362769348,A:maj,109.068651
154,109.068651348,E:min,111.892179
155,109.774533348,,
156,110.480415348,,
157,111.186297348,,
158,111.892179348,A:maj,112.598061
159,112.598061348,A:maj,114.715707
160,113.303943348,,
161,114.009825348,,
162,114.715707348,D:maj,115.421589
163,115.421589348,D:maj,118.245117
164,116.127471348,,
165,116.833353348,,
166,117.539235348,,
167,118.245117348,D:maj,121.068645
168,118.950999348,,
169,119.656881348,,
170,120.362763348,,
171,121.068645348,D:maj/5,122.480409
172,121.774527348,,
173,122.480409348,D:maj/5,123.186291
174,123.186291348,A:maj,125.303937
175,123.892173348,,
176,124.598055348,,
177,125.303937348,A:maj,126.009819
178,126.009819348,B:maj,128.127465
179,126.715701348,,
180,127.421583348,,
181,128.127465348,B:min,128.833347
182,128.833347348,F#:min,130.950993
183,129.539229348,,
184,130.245111348,,
185,130.950993348,F#:min/b3,131.656875
186,131.656875348,G:maj,133.774521
187,132.362757348,,
188,133.068639348,,
189,133.774521348,G:maj/3,134.480403
190,134.480403348,D:maj,135.892167
191,135.186285348,,
192,135.892167348,Eb:aug,136.598049
193,136.598049348,B:maj,137.303931
194,137.303931348,E:min,139.421577
195,138.009813348,,
196,138.715695348,,
197,139.421577348,E:min/5,140.127459
198,140.127459348,A:maj,142.245105
199,140.833341348,,
200,141.539223348,,
201,142.245105348,A:maj,142.950987
202,142.950987348,D:maj,145.068633
203,143.656869348,,
204,144.362751348,,
