,time,beat_start,beat1,beat2,beat_index,mel_start,mel_end,mel_pitch,mel_velocity,mel_index,bri_start,bri_end,bri_pitch,bri_velocity,bri_index,pia_start,pia_end,pia_pitch,pia_velocity,pia_index,chord_start,chord_end,chord,chord_index
0,0.2694436899999999,0.2694436899999999,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,0.269444,0.2694436899999999,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.269444,0.824998,N,0.0
2,0.82499769,0.82499769,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.269444,0.824998,N,0.0
3,0.824998,0.82499769,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.824998,3.047214,Ab:maj,1.0
4,0.8252291708333334,0.82499769,1.0,1.0,1.0,,,,,,,,,,,0.8252291708333334,1.3993016375,60.0,79.0,0.0,0.824998,3.047214,Ab:maj,1.0
5,0.8252291708333334,0.82499769,1.0,1.0,1.0,,,,,,,,,,,0.8252291708333334,1.4050886583333333,56.0,68.0,1.0,0.824998,3.047214,Ab:maj,1.0
6,0.8252291708333334,0.82499769,1.0,1.0,1.0,,,,,,,,,,,0.8252291708333334,1.4340237625,63.0,76.0,2.0,0.824998,3.047214,Ab:maj,1.0
7,0.8252291708333334,0.82499769,1.0,1.0,1.0,,,,,,,,,,,0.8252291708333334,2.6388815,44.0,71.0,3.0,0.824998,3.047214,Ab:maj,1.0
8,1.38055169,1.38055169,0.0,0.0,2.0,,,,,,,,,,,0.8252291708333334,2.6388815,44.0,71.0,3.0,0.824998,3.047214,Ab:maj,1.0
9,1.3807831708333334,1.38055169,0.0,0.0,2.0,,,,,,,,,,,1.3807831708333334,1.9629574666666667,51.0,58.0,4.0,0.824998,3.047214,Ab:maj,1.0
10,1.3993016375,1.38055169,0.0,0.0,2.0,,,,,,,,,,,1.3807831708333334,1.9629574666666667,51.0,58.0,4.0,0.824998,3.047214,Ab:maj,1.0
11,1.4050886583333333,1.38055169,0.0,0.0,2.0,,,,,,,,,,,1.3807831708333334,1.9629574666666667,51.0,58.0,4.0,0.824998,3.047214,Ab:maj,1.0
12,1.4340237625,1.38055169,0.0,0.0,2.0,,,,,,,,,,,1.3807831708333334,1.9629574666666667,51.0,58.0,4.0,0.824998,3.047214,Ab:maj,1.0
13,1.93610569,1.93610569,1.0,0.0,3.0,,,,,,,,,,,1.3807831708333334,1.9629574666666667,51.0,58.0,4.0,0.824998,3.047214,Ab:maj,1.0
14,1.9363371708333332,1.93610569,1.0,0.0,3.0,,,,,,,,,,,1.9363371708333332,2.4664282791666667,60.0,71.0,5.0,0.824998,3.047214,Ab:maj,1.0
15,1.9363371708333332,1.93610569,1.0,0.0,3.0,,,,,,,,,,,1.9363371708333332,2.5300855083333333,63.0,73.0,6.0,0.824998,3.047214,Ab:maj,1.0
16,1.9363371708333332,1.93610569,1.0,0.0,3.0,,,,,,,,,,,1.9363371708333332,2.534715125,56.0,34.0,7.0,0.824998,3.047214,Ab:maj,1.0
17,1.9629574666666667,1.93610569,1.0,0.0,3.0,,,,,,,,,,,1.9363371708333332,2.534715125,56.0,34.0,7.0,0.824998,3.047214,Ab:maj,1.0
18,2.4664282791666667,1.93610569,1.0,0.0,3.0,,,,,,,,,,,1.9363371708333332,2.534715125,56.0,34.0,7.0,0.824998,3.047214,Ab:maj,1.0
19,2.49165969,2.49165969,0.0,0.0,4.0,,,,,,,,,,,1.9363371708333332,2.534715125,56.0,34.0,7.0,0.824998,3.047214,Ab:maj,1.0
20,2.4918911708333336,2.49165969,0.0,0.0,4.0,,,,,,,,,,,2.4918911708333336,3.0636488291666666,51.0,63.0,8.0,0.824998,3.047214,Ab:maj,1.0
21,2.5300855083333333,2.49165969,0.0,0.0,4.0,,,,,,,,,,,2.4918911708333336,3.0636488291666666,51.0,63.0,8.0,0.824998,3.047214,Ab:maj,1.0
22,2.534715125,2.49165969,0.0,0.0,4.0,,,,,,,,,,,2.4918911708333336,3.0636488291666666,51.0,63.0,8.0,0.824998,3.047214,Ab:maj,1.0
23,2.6388815,2.49165969,0.0,0.0,4.0,,,,,,,,,,,2.4918911708333336,3.0636488291666666,51.0,63.0,8.0,0.824998,3.047214,Ab:maj,1.0
24,3.0472136900000004,3.0472136900000004,1.0,1.0,5.0,,,,,,,,,,,2.4918911708333336,3.0636488291666666,51.0,63.0,8.0,0.824998,3.047214,Ab:maj,1.0
25,3.047214,3.0472136900000004,1.0,1.0,5.0,,,,,,,,,,,2.4918911708333336,3.0636488291666666,51.0,63.0,8.0,3.047214,5.26943,C#:maj/5,2.0
26,3.047445170833333,3.0472136900000004,1.0,1.0,5.0,,,,,,,,,,,3.047445170833333,4.812486525,44.0,68.0,9.0,3.047214,5.26943,C#:maj/5,2.0
27,3.047445170833333,3.0472136900000004,1.0,1.0,5.0,,,,,,,,,,,3.047445170833333,3.643508316666667,65.0,70.0,10.0,3.047214,5.26943,C#:maj/5,2.0
28,3.047445170833333,3.0472136900000004,1.0,1.0,5.0,,,,,,,,,,,3.047445170833333,3.637721295833333,56.0,57.0,11.0,3.047214,5.26943,C#:maj/5,2.0
29,3.047445170833333,3.0472136900000004,1.0,1.0,5.0,,,,,,,,,,,3.047445170833333,3.637721295833333,61.0,75.0,12.0,3.047214,5.26943,C#:maj/5,2.0
30,3.0636488291666666,3.0472136900000004,1.0,1.0,5.0,,,,,,,,,,,3.047445170833333,3.637721295833333,61.0,75.0,12.0,3.047214,5.26943,C#:maj/5,2.0
31,3.6027676900000003,3.6027676900000003,0.0,0.0,6.0,,,,,,,,,,,3.047445170833333,3.637721295833333,61.0,75.0,12.0,3.047214,5.26943,C#:maj/5,2.0
32,3.602999170833333,3.6027676900000003,0.0,0.0,6.0,,,,,,,,,,,3.602999170833333,5.2222076,53.0,56.0,13.0,3.047214,5.26943,C#:maj/5,2.0
33,3.637721295833333,3.6027676900000003,0.0,0.0,6.0,,,,,,,,,,,3.602999170833333,5.2222076,53.0,56.0,13.0,3.047214,5.26943,C#:maj/5,2.0
34,3.643508316666667,3.6027676900000003,0.0,0.0,6.0,,,,,,,,,,,3.602999170833333,5.2222076,53.0,56.0,13.0,3.047214,5.26943,C#:maj/5,2.0
35,4.15832169,4.15832169,1.0,0.0,7.0,,,,,,,,,,,3.602999170833333,5.2222076,53.0,56.0,13.0,3.047214,5.26943,C#:maj/5,2.0
36,4.158553170833334,4.15832169,1.0,0.0,7.0,,,,,,4.158553170833334,4.445589404166666,75.0,86.0,0.0,4.158553170833334,4.7604033375000006,61.0,61.0,14.0,3.047214,5.26943,C#:maj/5,2.0
37,4.158553170833334,4.15832169,1.0,0.0,7.0,,,,,,4.158553170833334,4.445589404166666,75.0,86.0,0.0,4.158553170833334,4.851838266666666,56.0,45.0,15.0,3.047214,5.26943,C#:maj/5,2.0
38,4.158553170833334,4.15832169,1.0,0.0,7.0,,,,,,4.158553170833334,4.445589404166666,75.0,86.0,0.0,4.158553170833334,4.866884520833334,65.0,58.0,16.0,3.047214,5.26943,C#:maj/5,2.0
39,4.158553170833334,4.15832169,1.0,0.0,7.0,,,,,,4.158553170833334,4.452533829166667,66.0,75.0,1.0,4.158553170833334,4.7604033375000006,61.0,61.0,14.0,3.047214,5.26943,C#:maj/5,2.0
40,4.158553170833334,4.15832169,1.0,0.0,7.0,,,,,,4.158553170833334,4.452533829166667,66.0,75.0,1.0,4.158553170833334,4.851838266666666,56.0,45.0,15.0,3.047214,5.26943,C#:maj/5,2.0
41,4.158553170833334,4.15832169,1.0,0.0,7.0,,,,,,4.158553170833334,4.452533829166667,66.0,75.0,1.0,4.158553170833334,4.866884520833334,65.0,58.0,16.0,3.047214,5.26943,C#:maj/5,2.0
42,4.445589404166666,4.15832169,1.0,0.0,7.0,,,,,,4.158553170833334,4.452533829166667,66.0,75.0,1.0,4.158553170833334,4.866884520833334,65.0,58.0,16.0,3.047214,5.26943,C#:maj/5,2.0
43,4.452533829166667,4.15832169,1.0,0.0,7.0,,,,,,4.158553170833334,4.452533829166667,66.0,75.0,1.0,4.158553170833334,4.866884520833334,65.0,58.0,16.0,3.047214,5.26943,C#:maj/5,2.0
44,4.71387569,4.71387569,0.0,0.0,8.0,,,,,,,,,,,4.158553170833334,4.866884520833334,65.0,58.0,16.0,3.047214,5.26943,C#:maj/5,2.0
