,beat,chord,chord_end
0,0.479999988,N,1.505641
1,1.505640988,N,2.531282
2,2.5312819879999995,N,3.556923
3,3.556922988,N,4.582564
4,4.582563988,Bb:maj,6.633846
5,5.608204988,,
6,6.633845988,Bb:maj7/7,8.685128
7,7.659486987999999,,
8,8.685127988,G:min,10.73641
9,9.710768988,,
10,10.736409988,D:maj/3,12.787692
11,11.762050988,,
12,12.787691988,Bb:maj,14.838974
13,13.813332988,,
14,14.838973988,F:maj/3,16.890256
15,15.864614988,,
16,16.890255988,G:min,17.915897
17,17.915896988,Eb:min/b3,20.99282
18,18.941537988,,
19,19.967178988,,
20,20.992819988,Bb:maj,25.095384
21,22.018460988,,
22,23.044101988,,
23,24.069742988,,
24,25.095383988,G:min,29.197948
25,26.121024988,,
26,27.146665988,,
27,28.172306988,,
28,29.197947988,Eb:maj,33.300512
29,30.223588988,,
30,31.249229988,,
31,32.274870988,,
32,33.300511988000004,F:maj,37.403076
33,34.326152988000004,,
34,35.351793988000004,,
35,36.377434988000005,,
36,37.403075988000005,Bb:maj,41.50564
37,38.428716988000005,,
38,39.454357988000005,,
39,40.479998988000006,,
40,41.505639988000006,G:min,44.582563
41,42.531280988000006,,
42,43.556921988000006,,
43,44.58256298800001,G:min7/b7,45.608204
44,45.60820398800001,Eb:maj,49.710768
45,46.63384498800001,,
46,47.65948598800001,,
47,48.68512698800001,,
48,49.71076798800001,F:maj,53.813332
49,50.73640898800001,,
50,51.76204998800001,,
51,52.78769098800001,,
52,53.81333198800001,D:min,57.915896
53,54.83897298800001,,
54,55.864613988,,
55,56.890254988,,
56,57.915895988,G:min,62.01846
57,58.941536988,,
58,59.967177988,,
59,60.992818988,,
60,62.018459988,Eb:maj,66.121024
61,63.044100988,,
62,64.069741988,,
63,65.09538298800001,,
64,66.121023988,F:maj,70.223588
65,67.14666498800001,,
66,68.172305988,,
67,69.19794698800001,,
68,70.22358798799999,Bb:maj,74.326152
69,71.249228988,,
70,72.27486998799999,,
71,73.300510988,,
72,74.32615198799999,G:min,78.428716
73,75.351792988,,
74,76.37743398799999,,
75,77.403074988,,
76,78.428715988,Eb:maj,82.53128
77,79.454356988,,
78,80.479997988,,
79,81.505638988,,
80,82.531279988,F:maj,86.633844
81,83.556920988,,
82,84.582561988,,
83,85.608202988,,
84,86.633843988,D:min,90.736408
85,87.659484988,,
86,88.685125988,,
87,89.710766988,,
88,90.736407988,G:min,94.838972
89,91.762048988,,
90,92.787689988,,
91,93.813330988,,
92,94.838971988,Eb:maj7/7,96.890254
93,95.864612988,,
94,96.890253988,C:min,98.941536
95,97.915894988,,
96,98.941535988,F:maj,103.0441
97,99.967176988,,
98,100.992817988,,
99,102.018458988,,
100,103.044099988,Bb:maj,106.121023
101,104.069740988,,
102,105.095381988,,
103,106.121022988,Bb:maj7/7,107.146664
104,107.146663988,G:min,110.223587
105,108.172304988,,
106,109.197945988,,
107,110.223586988,G:min7/b7,111.249228
108,111.249227988,Eb:maj,115.351792
109,112.274868988,,
110,113.300509988,,
111,114.326150988,,
112,115.351791988,F:maj,117.403074
113,116.377432988,,
114,117.403073988,F:maj7/7,119.454356
115,118.428714988,,
116,119.454355988,D:min,123.55692
117,120.479996988,,
118,121.505637988,,
119,122.531278988,,
120,123.556919988,G:min,127.659484
121,124.582560988,,
122,125.608201988,,
123,126.633842988,,
124,127.659483988,Eb:maj,131.762048
125,128.68512498799998,,
126,129.710765988,,
127,130.736406988,,
128,131.76204798799998,Bb:maj,133.81333
129,132.787688988,,
130,133.813329988,F:maj/3,135.864612
131,134.83897098799997,,
132,135.86461198799998,G:min,137.915894
133,136.890252988,,
134,137.915893988,Eb:min/b3,139.967176
135,138.94153498799997,,
136,139.96717598799998,Bb:maj,142.018458
137,140.992816988,,
138,142.018457988,F:maj/3,144.06974
139,143.044098988,,
140,144.069739988,G:min,145.095381
141,145.095380988,G:minmaj7,146.121022
142,146.121021988,Eb:min/b3,148.172304
143,147.146662988,,
144,148.172303988,Bb:maj,152.274868
145,149.197944988,,
146,150.223585988,,
147,151.249226988,,
148,152.27486798799998,G:min,155.351791
149,153.300508988,,
150,154.326149988,,
151,155.351790988,G:min7/b7,156.377432
152,156.37743198799998,Eb:maj,160.479996
153,157.403072988,,
154,158.428713988,,
155,159.454354988,,
156,160.47999598799998,F:maj,164.58256
157,161.505636988,,
158,162.531277988,,
159,163.556918988,,
160,164.582559988,D:min,168.685124
161,165.608200988,,
162,166.633841988,,
163,167.659482988,,
164,168.685123988,G:min,172.787688
165,169.710764988,,
166,170.736405988,,
167,171.762046988,,
168,172.787687988,Eb:maj,176.890252
169,173.813328988,,
170,174.838969988,,
171,175.864610988,,
172,176.890251988,F:maj,180.992816
173,177.915892988,,
174,178.941533988,,
175,179.96717498799998,,
176,180.992815988,Bb:maj,185.09538
177,182.018456988,,
178,183.044097988,,
179,184.069738988,,
180,185.095379988,G:min,189.197944
181,186.121020988,,
182,187.146661988,,
183,188.172302988,,
184,189.197943988,Eb:maj,193.300508
185,190.223584988,,
186,191.249225988,,
187,192.274866988,,
188,193.300507988,F:maj,197.403072
189,194.326148988,,
190,195.351789988,,
191,196.377430988,,
192,197.403071988,D:min,201.505636
193,198.428712988,,
194,199.454353988,,
195,200.479994988,,
196,201.505635988,G:min,205.6082
197,202.531276988,,
198,203.556917988,,
199,204.582558988,,
200,205.608199988,Eb:maj7/7,207.659482
201,206.633840988,,
202,207.659481988,C:min,209.710764
203,208.685122988,,
204,209.710763988,F:maj,213.813328
205,210.736404988,,
206,211.762045988,,
207,212.787686988,,
208,213.813327988,Bb:maj,216.890251
209,214.838968988,,
210,215.864609988,,
211,216.890250988,Bb:maj7/7,217.915892
212,217.915891988,G:min,220.992815
213,218.941532988,,
214,219.967173988,,
215,220.992814988,G:min7/b7,222.018456
216,222.018455988,Eb:maj,226.12102
217,223.044096988,,
218,224.069737988,,
219,225.095378988,,
220,226.121019988,F:maj,228.172302
221,227.146660988,,
222,228.172301988,F:maj7/7,230.223584
223,229.197942988,,
224,230.223583988,D:min,234.326148
225,231.249224988,,
226,232.274865988,,
227,233.300506988,,
228,234.326147988,G:min,238.428712
229,235.351788988,,
230,236.377429988,,
231,237.403070988,,
232,238.428711988,Eb:maj,242.531276
233,239.454352988,,
234,240.479993988,,
235,241.505634988,,
236,242.531275988,Eb:maj,244.582558
237,243.556916988,,
238,244.582557988,F:maj,246.63384
239,245.608198988,,
240,246.633839988,Eb:min,247.659481
241,247.659480988,F:7/b7,248.685122
242,248.685121988,F:maj,250.736404
243,249.710762988,,
244,250.736403988,Bb:maj,254.838968
245,251.762044988,,
246,252.787685988,,
247,253.813326988,,
248,254.838967988,G:min,258.941532
249,255.864608988,,
250,256.890249988,,
251,257.915890988,,
252,258.941531988,Eb:maj,263.044096
253,259.967172988,,
254,260.992813988,,
255,262.018454988,,
256,263.04409598800004,F:maj,267.14666
257,264.06973698800005,,
258,265.09537798800005,,
259,266.121018988,,
260,267.146659988,D:min,271.249224
261,268.172300988,,
262,269.197941988,,
263,270.22358298800003,,
264,271.24922398800004,G:min,275.351788
265,272.27486498800005,,
266,273.300505988,,
267,274.326146988,,
268,275.351787988,Eb:maj,277.40307
269,276.377428988,,
270,277.403069988,F:maj,279.454352
271,278.42871098800003,,
272,279.45435198800004,Bb:maj,283.556916
273,280.47999298800005,,
274,281.505633988,,
275,282.531274988,,
276,283.556915988,Eb:maj,285.608198
277,284.582556988,,
278,285.60819798800003,F:maj,288.685121
279,286.63383898800004,,
280,287.65947998800004,,
281,288.68512098800005,Bb:maj,292.787685
282,289.710761988,,
283,290.736402988,,
284,291.762043988,,
285,292.787684988,Bb:maj,295.86460800000003
286,293.81332598800003,,
287,294.83896698800004,,
