,beat,chord,chord_end
0,0.1375999999999999,N,0.9376
1,0.9376,N,1.7376
2,1.7375999999999998,N,2.5376
3,2.5376,N,3.3376
4,3.3376,N,4.1376
5,4.1376,N,4.9376
6,4.9376,N,5.7376
7,5.7376,N,6.5376
8,6.5376,N,7.3376
9,7.337600000000001,N,8.1376
10,8.1376,N,8.9376
11,8.937600000000002,N,9.7376
12,9.7376,N,10.5376
13,10.5376,N,11.3376
14,11.3376,N,12.1376
15,12.1376,N,12.9376
16,12.937600000000002,N,13.7376
17,13.7376,N,14.5376
18,14.5376,N,15.3376
19,15.337599999999998,N,16.1376
20,16.1376,N,16.9376
21,16.9376,N,17.7376
22,17.7376,N,18.5376
23,18.5376,N,19.3376
24,19.3376,N,20.1376
25,20.1376,N,20.9376
26,20.9376,Eb:maj/5,24.1376
27,21.7376,,
28,22.5376,,
29,23.3376,,
30,24.1376,Bb:maj,25.7376
31,24.9376,,
32,25.7376,C:maj,27.3376
33,26.5376,,
34,27.337599999999995,A:min7,28.9376
35,28.1376,,
36,28.9376,D:min,30.5376
37,29.7376,,
38,30.5376,G:sus4,32.1376
39,31.337599999999995,,
40,32.1376,C:maj,33.7376
41,32.9376,,
42,33.73759999999999,F:maj7,35.3376
43,34.5376,,
44,35.337599999999995,F:maj,36.9376
45,36.1376,,
46,36.9376,Bb:maj,40.1376
47,37.73759999999999,,
48,38.5376,,
49,39.3376,,
50,40.1376,A:min7,41.7376
51,40.9376,,
52,41.73759999999999,D:min,43.3376
53,42.5376,,
54,43.3376,G:min,44.9376
55,44.1376,,
56,44.9376,A:min,46.5376
57,45.73759999999999,,
58,46.5376,D:min,49.7376
59,47.3376,,
60,48.1376,,
61,48.9376,,
62,49.73759999999999,Bb:maj,52.9376
63,50.5376,,
64,51.3376,,
65,52.1376,,
66,52.9376,D:min,54.5376
67,53.73759999999999,,
68,54.5376,D:sus2,56.1376
69,55.3376,,
70,56.1376,G:min,57.7376
71,56.9376,,
72,57.73759999999999,C:maj,59.3376
73,58.5376,,
74,59.3376,F:maj,60.9376
75,60.1376,,
76,60.9376,F:maj7,62.5376
77,61.73759999999999,,
78,62.5376,Bb:maj,65.7376
79,63.3376,,
80,64.13759999999999,,
81,64.93759999999999,,
82,65.7376,A:min7,67.3376
83,66.5376,,
84,67.3376,D:min,68.9376
85,68.13759999999999,,
86,68.93759999999999,G:min,70.5376
87,69.7376,,
88,70.5376,C:maj,72.1376
89,71.3376,,
90,72.13759999999999,D:min,75.3376
91,72.93759999999999,,
92,73.7376,,
93,74.5376,,
94,75.3376,Bb:maj,76.9376
95,76.13759999999999,,
96,76.93759999999999,C:maj,78.5376
97,77.7376,,
98,78.5376,A:min,80.1376
99,79.3376,,
100,80.13759999999999,D:min,81.7376
101,80.93759999999999,,
102,81.7376,Bb:maj,83.3376
103,82.5376,,
104,83.3376,C:maj,84.9376
105,84.13759999999999,,
106,84.93759999999999,F:maj,88.1376
107,85.7376,,
108,86.5376,,
109,87.3376,,
110,88.13759999999999,Bb:maj,89.7376
111,88.93759999999999,,
112,89.7376,C:maj,91.3376
113,90.5376,,
114,91.3376,A:min,92.9376
115,92.1376,,
116,92.9376,D:min,94.5376
117,93.7376,,
118,94.5376,G:min,96.1376
119,95.3376,,
120,96.1376,A:min7,97.7376
121,96.9376,,
122,97.7376,D:min,100.9376
123,98.5376,,
124,99.3376,,
125,100.1376,,
126,100.9376,Eb:maj,104.1376
127,101.7376,,
128,102.5376,,
129,103.3376,,
130,104.1376,D:min,107.3376
131,104.9376,,
132,105.7376,,
133,106.5376,,
134,107.3376,C:maj,110.5376
135,108.1376,,
136,108.9376,,
137,109.7376,,
138,110.5376,Bb:maj,113.7376
139,111.3376,,
140,112.1376,,
141,112.9376,,
142,113.7376,Eb:maj,116.9376
143,114.5376,,
144,115.3376,,
145,116.1376,,
146,116.9376,D:min,120.1376
147,117.7376,,
148,118.5376,,
149,119.3376,,
150,120.1376,C#:maj,123.3376
151,120.9376,,
152,121.7376,,
153,122.5376,,
154,123.3376,C:maj,126.5376
155,124.1376,,
156,124.9376,,
157,125.7376,,
158,126.5376,C:maj,129.7376
159,127.3376,,
160,128.1376,,
161,128.9376,,
162,129.7376,Bb:maj,132.9376
163,130.5376,,
164,131.3376,,
165,132.1376,,
166,132.9376,A:min7,134.5376
167,133.7376,,
168,134.5376,D:min,136.1376
169,135.3376,,
170,136.1376,G:min,137.7376
171,136.9376,,
172,137.7376,C:maj/5,139.3376
173,138.5376,,
174,139.3376,F:maj,140.9376
175,140.1376,,
176,140.9376,F:maj7,142.5376
177,141.7376,,
178,142.5376,Bb:maj,145.7376
179,143.3376,,
180,144.1376,,
181,144.9376,,
182,145.7376,A:min7,147.3376
183,146.5376,,
184,147.3376,D:min,148.9376
185,148.1376,,
186,148.9376,G:min,150.5376
187,149.7376,,
188,150.5376,A:min,152.1376
189,151.3376,,
190,152.1376,D:min,155.3376
191,152.9376,,
192,153.7376,,
193,154.5376,,
194,155.3376,Bb:maj,158.5376
195,156.1376,,
196,156.9376,,
197,157.7376,,
198,158.5376,D:min,160.1376
199,159.3376,,
200,160.1376,D:sus2,161.7376
201,160.9376,,
202,161.7376,G:min,163.3376
203,162.5376,,
204,163.3376,C:maj,164.9376
205,164.1376,,
206,164.9376,F:maj,166.5376
207,165.7376,,
208,166.5376,F:maj7,168.1376
209,167.3376,,
210,168.1376,Bb:maj,171.3376
211,168.9376,,
212,169.7376,,
213,170.5376,,
214,171.3376,A:min7,172.9376
215,172.1376,,
216,172.9376,D:min,174.5376
217,173.7376,,
218,174.5376,G:min,176.1376
219,175.3376,,
220,176.1376,C:maj,177.7376
221,176.9376,,
222,177.7376,D:min,180.9376
223,178.5376,,
224,179.3376,,
225,180.1376,,
226,180.9376,Bb:maj,182.5376
227,181.7376,,
228,182.5376,C:maj,184.1376
229,183.3376,,
230,184.1376,A:min,185.7376
231,184.9376,,
232,185.7376,D:min,187.3376
233,186.5376,,
234,187.3376,Bb:maj,188.9376
235,188.1376,,
236,188.9376,C:maj,190.5376
237,189.7376,,
238,190.5376,F:maj,193.7376
239,191.3376,,
240,192.1376,,
241,192.9376,,
242,193.7376,Bb:maj,195.3376
243,194.5376,,
244,195.3376,C:maj,196.9376
245,196.1376,,
246,196.9376,A:min,198.5376
247,197.7376,,
248,198.5376,D:min,200.1376
249,199.3376,,
250,200.1376,G:min,201.7376
251,200.9376,,
252,201.7376,A:min7,203.3376
253,202.5376,,
254,203.3376,D:min,206.5376
255,204.1376,,
256,204.93760000000003,,
257,205.7376,,
258,206.53760000000003,Bb:maj,208.1376
259,207.3376,,
260,208.1376,C:maj,209.7376
261,208.93760000000003,,
262,209.7376,A:min,211.3376
263,210.53760000000003,,
264,211.3376,D:min,212.9376
265,212.1376,,
266,212.93760000000003,Bb:maj,214.5376
267,213.7376,,
268,214.53760000000003,C:maj,216.1376
269,215.3376,,
270,216.1376,F:maj,217.7376
271,216.93760000000003,,
272,217.7376,F:maj6,219.3376
273,218.5376,,
274,219.3376,Bb:maj,220.9376
275,220.1376,,
276,220.9376,C:maj,222.5376
277,221.7376,,
278,222.5376,A:min,224.1376
279,223.3376,,
280,224.1376,D:min,225.7376
281,224.9376,,
282,225.7376,G:min,227.3376
283,226.5376,,
284,227.3376,A:min7,228.9376
285,228.1376,,
286,228.9376,D:min,232.1376
287,229.7376,,
288,230.5376,,
289,231.3376,,
290,232.1376,Bb:maj,234.5376
291,232.9376,,
292,233.7376,,
293,234.5376,C:maj,235.3376
294,235.3376,C:maj,238.5376
295,236.1376,,
296,236.9376,,
297,237.7376,,
298,238.5376,C:maj,241.7376
299,239.3376,,
300,240.1376,,
301,240.9376,,
302,241.7376,C:maj,242.5376
303,242.5376,D:sus4(b7),244.9376
304,243.3376,,
305,244.1376,,
306,244.9376,D:min6,248.1376
307,245.7376,,
308,246.5376,,
309,247.3376,,
310,248.1376,A:sus2,250.5376
311,248.9376,,
312,249.7376,,
