,start,end,pitch,velocity
0,0.71875,1.0625,62.0,89.0
1,0.7645833333333333,1.1729166666666666,50.0,104.0
2,1.4020833333333333,1.8770833333333332,59.0,78.0
3,1.5,1.8958333333333333,62.0,99.0
4,1.475,1.95,47.0,78.0
5,0.7604166666666666,2.125,66.0,108.0
6,1.4208333333333334,2.15,57.0,78.0
7,2.25,2.4229166666666666,36.0,94.0
8,2.2020833333333334,2.872916666666667,60.0,64.0
9,2.24375,2.8791666666666664,64.0,82.0
10,3.120833333333333,3.3916666666666666,60.0,58.0
11,2.9791666666666665,5.879166666666666,55.0,26.0
12,2.7041666666666666,5.989583333333333,48.0,73.0
13,3.277083333333333,7.270833333333333,62.0,99.0
14,3.49375,7.291666666666667,67.0,82.0
15,7.5375,7.7625,59.0,78.0
16,7.6,7.8062499999999995,62.0,99.0
17,7.608333333333333,7.8125,47.0,73.0
18,7.633333333333333,7.829166666666667,66.0,99.0
19,8.302083333333334,8.458333333333334,40.0,71.0
20,8.245833333333334,8.49375,52.0,78.0
21,8.29375,8.516666666666666,55.0,78.0
22,8.34375,8.60625,59.0,89.0
23,9.416666666666666,9.604166666666666,43.0,74.0
24,9.13125,9.65,36.0,91.0
25,9.65,9.797916666666666,48.0,73.0
26,9.85625,10.05,50.0,82.0
27,10.05,10.145833333333334,52.0,71.0
28,10.5875,12.416666666666666,55.0,55.0
29,10.310416666666667,12.4625,48.0,80.0
30,11.14375,12.897916666666667,72.0,10.0
31,10.795833333333333,12.90625,60.0,76.0
32,14.924999999999999,15.422916666666666,60.0,85.0
33,15.004166666666666,15.479166666666666,64.0,91.0
34,15.060416666666667,15.497916666666667,67.0,91.0
35,15.729166666666666,15.879166666666666,60.0,101.0
36,15.4125,15.9,55.0,73.0
37,15.010416666666666,15.91875,48.0,101.0
38,15.725,16.041666666666668,64.0,106.0
39,16.072916666666668,16.195833333333333,60.0,62.0
40,15.727083333333333,16.40625,67.0,104.0
41,16.41875,16.925,62.0,101.0
42,16.414583333333333,16.941666666666666,59.0,82.0
43,16.39375,16.979166666666668,66.0,86.0
44,17.19375,17.241666666666667,59.0,85.0
45,16.797916666666666,17.297916666666666,54.0,22.0
46,16.41875,17.397916666666667,47.0,91.0
47,17.170833333333334,17.6125,62.0,112.0
48,17.53333333333333,17.645833333333332,59.0,91.0
49,17.170833333333334,17.652083333333334,66.0,117.0
50,17.825,18.2125,60.0,87.0
51,17.935416666666665,18.272916666666667,67.0,19.0
52,17.897916666666667,18.295833333333334,64.0,99.0
53,18.21875,18.697916666666668,55.0,85.0
54,18.55625,18.729166666666668,60.0,99.0
55,17.89375,18.78333333333333,48.0,101.0
56,18.552083333333332,18.841666666666665,64.0,104.0
57,18.55625,19.270833333333332,67.0,101.0
58,19.26875,19.683333333333334,59.0,89.0
59,19.28125,19.9125,66.0,101.0
60,19.28333333333333,20.135416666666668,62.0,104.0
61,19.264583333333334,26.052083333333332,47.0,96.0
62,19.65833333333333,26.09375,54.0,83.0
63,20.091666666666665,26.129166666666666,59.0,112.0
64,20.466666666666665,26.160416666666666,62.0,104.0
65,20.83125,26.162499999999998,43.0,69.0
66,26.43125,27.172916666666666,74.0,94.0
67,26.43125,27.241666666666667,67.0,96.0
68,27.43125,28.3,74.0,89.0
69,27.43125,28.325,67.0,89.0
70,26.93125,28.36875,62.0,89.0
71,28.43125,29.15,74.0,94.0
72,28.43125,29.285416666666666,67.0,99.0
73,29.43125,30.247916666666665,74.0,94.0
74,29.43125,30.26875,67.0,74.0
75,28.93125,30.327083333333334,62.0,91.0
76,30.43125,30.724999999999998,62.0,76.0
77,30.43125,31.18958333333333,74.0,91.0
78,30.43125,31.241666666666667,67.0,89.0
79,31.43125,32.25833333333333,74.0,96.0
80,31.43125,32.30833333333333,67.0,82.0
81,30.93125,32.333333333333336,62.0,94.0
82,32.43125,32.9875,74.0,94.0
83,32.43125,33.141666666666666,67.0,99.0
84,32.93125,33.5375,62.0,94.0
85,33.43125,34.40625,74.0,85.0
86,33.93125,34.40833333333333,62.0,89.0
87,33.43125,34.43125,67.0,87.0
88,34.43125,34.63333333333333,62.0,85.0
89,34.43125,34.96666666666667,74.0,87.0
90,34.43125,35.00625,67.0,89.0
91,34.93125,35.14375,62.0,61.0
92,35.43125,35.6375,62.0,96.0
93,35.43125,35.725,67.0,89.0
94,35.43125,35.74583333333333,74.0,94.0
95,36.43125,36.770833333333336,62.0,96.0
96,36.43125,37.03333333333333,74.0,94.0
97,36.43125,37.0625,67.0,91.0
98,36.93125,37.24583333333333,62.0,85.0
99,34.43125,37.65833333333333,43.0,78.0
100,37.43125,37.74166666666667,67.0,101.0
101,37.43125,37.760416666666664,74.0,96.0
102,37.43125,37.81666666666666,62.0,106.0
103,38.43125,38.70625,62.0,94.0
104,38.43125,38.71041666666667,66.0,83.0
105,38.43125,38.71875,59.0,82.0
106,39.43125,39.791666666666664,66.0,83.0
107,39.43125,39.81875,74.0,73.0
108,38.93125,40.520833333333336,54.0,37.0
109,40.43125,41.260416666666664,66.0,110.0
110,40.43125,41.270833333333336,74.0,87.0
111,40.93125,41.67916666666667,54.0,38.0
112,41.43125,41.7875,66.0,110.0
113,38.43125,41.84791666666666,47.0,89.0
114,41.43125,41.8625,74.0,101.0
115,42.43125,43.077083333333334,67.0,96.0
116,42.43125,43.104166666666664,64.0,82.0
117,43.43125,44.16041666666666,64.0,96.0
118,43.43125,44.16458333333333,67.0,96.0
119,44.43125,45.11875,64.0,91.0
120,44.43125,45.125,67.0,94.0
121,42.93125,45.59166666666667,59.0,61.0
122,45.43125,45.625,67.0,101.0
123,45.43125,45.670833333333334,64.0,101.0
124,42.43125,45.70625,52.0,99.0
125,46.43125,46.947916666666664,64.0,80.0
126,46.43125,46.96458333333333,67.0,89.0
127,46.43125,47.00625,60.0,85.0
128,46.93125,47.6,55.0,32.0
129,47.43125,47.635416666666664,60.0,99.0
130,47.43125,47.635416666666664,64.0,99.0
131,47.43125,47.675,67.0,96.0
132,46.43125,47.71458333333333,48.0,94.0
133,48.43125,48.56666666666666,38.0,82.0
134,48.43125,48.983333333333334,62.0,89.0
135,48.43125,49.05,69.0,91.0
136,48.43125,49.05416666666667,66.0,74.0
137,48.93125,49.59375,50.0,59.0
138,49.43125,49.764583333333334,74.0,89.0
139,49.43125,49.80833333333333,69.0,99.0
140,49.43125,49.81458333333333,66.0,101.0
141,49.43125,49.864583333333336,62.0,94.0
142,50.43125,50.9,59.0,80.0
143,50.43125,50.91041666666666,62.0,101.0
144,50.43125,50.9125,55.0,85.0
145,50.93125,51.614583333333336,50.0,38.0
146,51.43125,51.666666666666664,55.0,96.0
147,51.43125,51.983333333333334,62.0,104.0
148,51.93125,52.479166666666664,50.0,69.0
149,52.43125,52.8625,62.0,106.0
150,52.43125,52.90833333333333,55.0,96.0
151,53.43125,53.83125,55.0,104.0
152,53.43125,53.84583333333333,62.0,106.0
153,50.43125,53.89375,43.0,91.0
154,52.93125,54.547916666666666,50.0,38.0
155,54.43125,55.12083333333333,54.0,88.0
156,54.43125,55.15208333333333,62.0,101.0
157,55.43125,55.68541666666667,54.0,113.0
158,55.43125,55.80625,62.0,106.0
159,56.43125,57.0,54.0,110.0
160,56.43125,57.02291666666667,62.0,99.0
161,57.43125,57.770833333333336,54.0,117.0
162,56.93125,57.87916666666666,50.0,66.0
163,54.43125,58.02291666666667,42.0,68.0
164,57.43125,58.03125,62.0,106.0
165,58.43125,58.71875,55.0,87.0
166,58.43125,58.99375,59.0,99.0
167,58.93125,59.27291666666667,55.0,61.0
168,59.43125,59.71666666666667,55.0,104.0
169,58.43125,59.86875,40.0,89.0
170,59.43125,59.93333333333333,59.0,104.0
171,59.43125,60.00833333333333,64.0,82.0
172,60.43125,60.97291666666666,59.0,85.0
173,60.43125,61.13333333333333,62.0,104.0
174,60.43125,61.139583333333334,66.0,99.0
175,60.93125,61.50416666666666,54.0,42.0
176,60.43125,61.65208333333333,47.0,85.0
177,61.43125,61.725,59.0,99.0
178,61.43125,61.889583333333334,62.0,106.0
179,61.43125,61.94166666666666,66.0,117.0
180,61.93125,62.06666666666666,47.0,80.0
181,62.43125,62.57083333333333,36.0,99.0
182,62.43125,62.93541666666667,67.0,96.0
183,62.43125,62.954166666666666,64.0,96.0
184,62.43125,62.96458333333333,60.0,89.0
185,63.43125,63.57083333333333,60.0,99.0
186,63.43125,63.927083333333336,64.0,112.0
187,63.43125,63.92916666666667,67.0,104.0
188,63.43125,64.33541666666666,72.0,94.0
189,64.43125,64.52291666666666,38.0,104.0
190,64.43125,65.50245072916667,62.0,99.0
191,64.43125,66.5882345,66.0,83.0
192,64.43125,66.62745016666666,69.0,99.0
193,64.93125,66.69362660416667,50.0,80.0
194,65.44607820833333,66.7058815,57.0,88.0
195,65.59313695833333,66.85294025,62.0,88.0
196,66.6838226875,66.85294025,62.0,101.0
197,66.6838226875,66.97548920833333,59.0,89.0
198,66.6838226875,67.39154295833333,67.0,91.0
199,67.77904295833332,67.989459625,59.0,104.0
200,66.6838226875,68.06862629166666,43.0,96.0
201,67.77904295833332,68.34154295833332,62.0,106.0
202,67.77904295833332,68.55612629166666,67.0,99.0
203,68.27904295833332,68.59154295833332,59.0,94.0
204,68.77904295833332,69.114459625,57.0,96.0
205,68.77904295833332,69.37279295833332,62.0,99.0
206,68.77904295833332,69.41445962499999,66.0,88.0
207,69.77904295833332,70.03945962499999,57.0,104.0
208,69.77904295833332,70.18737629166667,62.0,109.0
209,68.77904295833332,70.251959625,50.0,101.0
210,69.77904295833332,70.301959625,66.0,110.0
211,70.77904295833332,70.99570962499999,59.0,87.0
212,70.77904295833332,71.30612629166666,64.0,94.0
213,70.77904295833332,71.47279295833333,67.0,89.0
214,70.77904295833332,71.83737629166666,40.0,96.0
215,71.27904295833332,71.84362629166667,59.0,69.0
216,72.27904295833332,72.50612629166666,59.0,94.0
217,71.77904295833332,72.520709625,64.0,109.0
218,71.77904295833332,72.60195962499999,67.0,101.0
219,72.77904295833332,73.16237629166666,60.0,101.0
220,72.77904295833332,73.48529295833333,48.0,101.0
221,72.77904295833332,73.63529295833332,67.0,101.0
222,73.27904295833332,73.65612629166667,55.0,87.0
223,73.77904295833332,74.13737629166665,62.0,101.0
224,73.77904295833332,74.31654295833333,66.0,101.0
225,73.77904295833332,74.32904295833333,50.0,106.0
226,74.27904295833332,74.54987629166666,62.0,104.0
227,74.77904295833332,75.14779295833333,64.0,94.0
228,74.77904295833332,75.33945962499999,67.0,91.0
229,75.27904295833332,75.80820962499999,47.0,55.0
230,75.77904295833332,75.876959625,59.0,94.0
231,74.77904295833332,75.99779295833332,40.0,101.0
232,75.77904295833332,76.314459625,64.0,109.0
233,76.27904295833332,76.47904295833332,59.0,101.0
234,75.77904295833332,76.69362629166666,67.0,106.0
235,76.77904295833332,76.84779295833333,59.0,80.0
236,76.77904295833332,77.56029295833332,62.0,104.0
237,76.77904295833332,77.60612629166665,66.0,101.0
238,77.27904295833332,77.66445962499999,59.0,85.0
239,76.77904295833332,78.06029295833332,47.0,101.0
240,77.77904295833332,78.15612629166667,59.0,104.0
241,77.77904295833332,78.18737629166667,62.0,109.0
242,77.77904295833332,78.251959625,66.0,113.0
243,78.77904295833332,79.46237629166666,67.0,91.0
244,78.77904295833332,79.53529295833333,60.0,87.0
245,79.27904295833332,79.87487629166667,55.0,67.0
246,78.77904295833332,79.93112629166666,48.0,101.0
247,79.77904295833332,80.11654295833333,60.0,106.0
248,79.77904295833332,80.16237629166666,67.0,106.0
249,80.77904295833332,80.908209625,38.0,104.0
250,80.77904295833332,82.014459625,62.0,91.0
251,81.77904295833332,82.74570962499999,57.0,96.0
252,80.77904295833332,82.783209625,66.0,99.0
253,82.77904295833332,83.32904295833333,64.0,89.0
254,82.77904295833332,83.82487629166667,60.0,80.0
255,83.27904295833332,83.91029295833333,55.0,51.0
256,83.77904295833332,84.35612629166667,62.0,104.0
