,start,end,pitch,velocity
0,5.829555883333334,6.495920358333334,57.0,57.0
1,5.285584883333334,6.756573129166667,53.0,64.0
2,6.917497883333334,7.504533254166667,53.0,35.0
3,4.741613883333334,7.586128904166666,48.0,56.0
4,6.373526883333334,7.586128904166666,60.0,53.0
5,4.197642883333334,7.638259458333334,41.0,67.0
6,8.005439883333333,8.6967363625,60.0,57.0
7,6.373526883333334,8.766999283333334,65.0,57.0
8,7.461468883333334,8.789664741666666,57.0,77.0
9,9.637352883333334,11.067543304166668,48.0,35.0
10,10.181323883333333,11.468721916666667,55.0,58.0
11,11.269265883333333,11.7021761375,48.0,40.0
12,8.549410883333334,11.840435433333333,36.0,66.0
13,9.093381883333333,11.9129649,43.0,37.0
14,9.637352883333334,11.949229633333333,52.0,55.0
15,11.813236883333333,13.091568733333334,55.0,78.0
16,10.725294883333333,13.304624041666667,60.0,62.0
17,12.357207883333333,13.3068905875,52.0,47.0
18,13.989120883333333,15.464642220833333,46.0,42.0
19,15.077062883333333,15.834089191666667,53.0,48.0
20,14.533091883333334,16.341795458333333,50.0,46.0
21,12.901178883333333,16.378060191666666,34.0,66.0
22,13.445149883333334,16.464188933333332,41.0,40.0
23,15.621033883333334,16.523119125,46.0,49.0
24,16.708975883333334,17.26201306666667,50.0,36.0
25,16.165004883333335,17.302810891666667,53.0,53.0
26,15.077062883333333,17.37987345,58.0,55.0
27,18.340888883333335,21.178604266666667,53.0,75.0
28,17.252946883333333,21.287398466666666,41.0,74.0
29,17.796917883333332,21.543518145833332,48.0,57.0
30,19.428830883333333,21.550317783333334,65.0,64.0
31,19.428830883333333,21.56845015,60.0,70.0
32,18.884859883333334,21.57751633333333,57.0,64.0
33,22.692656883333335,24.091115662500002,53.0,55.0
34,23.236627883333334,24.9750685375,57.0,67.0
35,21.604714883333333,25.1518591125,41.0,85.0
36,22.148685883333332,25.253853675,48.0,55.0
37,24.324569883333332,25.380780241666667,53.0,38.0
38,24.868540883333335,25.958749429166666,60.0,85.0
39,25.412511883333334,25.9814148875,57.0,69.0
40,23.780598883333333,26.015413075,65.0,83.0
41,27.044424883333335,28.431550933333334,58.0,79.0
42,27.588395883333334,28.708069525,62.0,76.0
43,28.132366883333333,29.295104895833333,65.0,78.0
44,28.676337883333332,29.45602965,58.0,45.0
45,26.500453883333332,29.551224575,53.0,48.0
46,25.956482883333333,29.5580242125,46.0,73.0
47,29.220308883333335,29.596555491666667,70.0,28.0
48,29.764279883333334,30.4079789,65.0,66.0
49,29.220308883333335,30.412511991666666,62.0,74.0
50,30.852221883333332,31.409792158333335,48.0,52.0
51,30.308250883333333,31.534452179166667,41.0,64.0
52,31.940163883333334,32.558930895833335,53.0,65.0
53,31.396192883333335,32.57479671666667,57.0,85.0
54,32.48413488333333,33.995920954166664,36.0,70.0
55,33.02810588333333,34.0525846,43.0,44.0
56,33.57207688333333,34.15231261666667,48.0,35.0
57,33.57207688333333,34.7121494375,60.0,72.0
58,34.11604788333333,34.72348216666666,55.0,57.0
59,35.747960883333334,36.25070971666666,53.0,72.0
60,34.660018883333336,36.3424528,41.0,69.0
61,35.203989883333335,36.553461891666664,48.0,59.0
62,36.29658125833333,36.87456268333333,60.0,53.0
63,35.747960883333334,36.925021379166665,57.0,62.0
64,37.39749825833333,38.10621357708333,50.0,52.0
65,36.84703975833333,38.273644704166664,43.0,71.0
66,37.94795675833333,39.15667188125,62.0,85.0
67,38.49841525833333,39.15896545833333,58.0,65.0
68,39.04887375833333,40.675019910416665,36.0,43.0
69,39.59933225833333,40.68648779583333,43.0,65.0
70,40.14979075833333,40.85162534583333,48.0,41.0
71,40.70024925833333,41.31951507083333,55.0,92.0
72,40.14979075833333,41.33327653333333,60.0,81.0
73,42.35162475833333,43.03511072916666,53.0,54.0
74,41.25070775833333,43.28052347708333,41.0,83.0
75,41.80116625833333,43.48694541458333,48.0,44.0
76,42.35162475833333,44.18419284791666,65.0,77.0
77,42.90208325833333,44.223183658333326,60.0,74.0
78,44.00300025833333,44.83556873958333,48.0,63.0
79,43.45254175833333,44.84244947083333,41.0,79.0
80,44.55345875833333,45.718595916666665,60.0,99.0
81,45.103917258333325,46.585338935416665,57.0,92.0
82,45.65437575833333,47.02624798958333,38.0,75.0
83,46.201248058333334,47.087611620833336,45.0,47.0
84,46.74670255833333,47.35806614375,50.0,56.0
85,46.74670255833333,47.83079337708333,62.0,90.0
86,47.29215705833333,47.926247914583335,57.0,86.0
87,47.837611558333336,49.90806593125,43.0,69.0
88,48.383066058333334,50.02624773958333,50.0,55.0
89,50.564884058333334,51.30806581458333,50.0,58.0
90,50.019429558333336,51.35352035625,43.0,72.0
91,49.47397505833333,51.385338535416665,58.0,93.0
92,51.65579305833333,52.269429370833336,58.0,95.0
93,51.11033855833333,52.30124755,55.0,95.0
94,48.92852055833333,52.30124755,62.0,92.0
95,53.29215655833333,53.64215652916667,53.0,50.0
96,52.746702058333334,53.73079288541667,48.0,58.0
97,52.201247558333336,53.79442924375,41.0,86.0
98,53.29215655833333,54.923974604166666,60.0,92.0
99,53.83761105833334,55.06033822916667,57.0,81.0
100,55.47397455833333,55.86488361666667,50.0,58.0
101,54.383065558333335,55.903519977083334,38.0,76.0
102,55.47397455833333,56.08079268958333,62.0,90.0
103,54.92852005833333,56.49442901875,45.0,46.0
104,56.01942905833333,57.1967016875,57.0,95.0
105,56.564883558333335,57.580792564583334,38.0,82.0
106,57.65579255833333,58.23988341875,36.0,79.0
107,57.11033805833333,58.23988341875,62.0,97.0
108,58.20124705833334,58.76261064791667,60.0,76.0
109,58.746701558333335,60.76488320833334,41.0,81.0
110,59.29215605833333,60.92397410416667,48.0,54.0
111,60.928519558333335,61.82624675625,41.0,92.0
112,61.47397405833333,61.94670129166667,53.0,93.0
113,60.38306505833334,61.9967012875,57.0,93.0
114,59.83761055833334,62.00806492291667,60.0,96.0
115,62.01942855833333,62.78533758541667,43.0,96.0
116,63.65579205833333,64.2603374625,56.0,88.0
117,63.928519308333335,64.81488287083334,60.0,74.0
118,63.110337558333335,65.18761011250001,44.0,88.0
119,63.38306480833333,65.30579192083334,51.0,70.0
120,64.47397380833334,65.43533736458333,56.0,90.0
121,65.01942830833333,65.89442823541667,60.0,77.0
122,64.20124655833334,65.96033732083333,68.0,112.0
123,64.74670105833334,66.16488275833333,63.0,107.0
124,65.83761005833334,66.35124637916667,56.0,56.0
125,65.56488280833334,66.80124634166667,51.0,66.0
126,66.65579180833333,66.8239736125,56.0,88.0
127,65.29215555833333,66.89897360625,44.0,88.0
128,66.11033730833333,66.95806451041668,60.0,73.0
129,66.38306455833333,67.45351901458334,68.0,112.0
130,66.92851905833334,67.48533719375,63.0,97.0
131,67.20124630833334,67.5194281,60.0,88.0
132,68.01942805833333,68.65806436875,53.0,79.0
133,68.29215530833334,69.128518875,57.0,69.0
134,68.83760980833334,69.13760978333333,53.0,83.0
135,67.47397355833334,69.55351883958333,41.0,81.0
136,67.74670080833334,69.70806428125,48.0,58.0
137,68.56488255833334,69.90806426458334,65.0,97.0
138,69.38306430833333,70.33988241041666,57.0,82.0
139,69.11033705833333,70.34442786458334,60.0,75.0
140,70.20124605833334,70.83533691458334,53.0,86.0
141,69.92851880833334,71.11715507291667,48.0,50.0
142,69.65579155833333,71.12851870833333,41.0,82.0
143,71.01942780833333,71.25806415208334,53.0,92.0
144,70.47397330833334,71.34897323541666,57.0,75.0
145,70.74670055833334,71.80351865208334,65.0,96.0
146,71.29215505833334,71.81260956041667,60.0,85.0
147,71.56488230833334,71.82397319583333,57.0,99.0
