,beat,chord,chord_end
0,0.193014675,Bb:min/5,2.398897
1,1.295955675,,
2,2.398896675,F#:maj7,4.604779
3,3.501837675,,
4,4.604778675,G:hdim7,6.810661
5,5.707719675,,
6,6.810660675,Eb:min7,7.913602
7,7.913601675,F:min,9.016543
8,9.016542675,Bb:min,11.222425
9,10.119483675,,
10,11.222424675,F#:maj7,13.428307
11,12.325365675,,
12,13.428306675,G:hdim7,15.634189
13,14.531247675,,
14,15.634188675,Eb:min7,16.73713
15,16.737129675,F:min,17.840071
16,17.840070675,Bb:min,20.045953
17,18.943011675,,
18,20.045952675,Eb:min,22.251835
19,21.148893675,,
20,22.251834675,F:min,24.457717
21,23.354775675,,
22,24.457716675,Bb:min,28.869481
23,25.560657675,,
24,26.663598675,,
25,27.766539675,,
26,28.869480675,Eb:min,31.075363
27,29.972421675,,
28,31.075362675,F:min,33.281245
29,32.178303675,,
30,33.281244675,C#:maj7/7,35.487127
31,34.384185675,,
32,35.48712667499999,F#:maj,37.693009
33,36.59006767499999,,
34,37.693008675,F:min,39.898891
35,38.795949675,,
36,39.898890675,Eb:min,42.104773
37,41.001831675,,
38,42.104772675,F:min,44.310655
39,43.207713675,,
40,44.310654675,Bb:min,46.516537
41,45.413595675,,
42,46.516536675,Eb:min,48.722419
43,47.619477675,,
44,48.722418675,F:min,50.928301
45,49.825359675,,
46,50.928300675,Bb:min,55.340065
47,52.031241675,,
48,53.134182675,,
49,54.237123675,,
50,55.340064675,F#:maj7/7,58.648888
51,56.443005675,,
52,57.545946675,,
53,58.648887675,G:dim,59.751829
54,59.751828675,Eb:sus4(b7),60.85477
55,60.854769675,F:min,61.957711
56,61.957710675,F#:maj/3,65.266534
57,63.060651675,,
58,64.163592675,,
59,65.266533675,F#:maj,66.369475
60,66.36947467499999,G:dim,67.472416
61,67.472415675,Eb:7,69.678298
62,68.575356675,,
63,69.678297675,F:min,71.88418
64,70.781238675,,
65,71.884179675,Bb:min,74.090062
66,72.987120675,,
67,74.090061675,Eb:min,76.295944
68,75.193002675,,
69,76.295943675,F:min,78.501826
70,77.398884675,,
71,78.50182567499999,Bb:min,82.930338
72,79.604766675,,
73,80.70811617499999,,
74,81.819227175,,
75,82.93033817499999,Eb:min,85.15256
76,84.04144917499998,,
77,85.15256017499999,F:min,87.374782
78,86.26367117499998,,
79,87.37478217499999,C#:maj,88.485893
80,88.48589317499999,C:maj,89.597004
81,89.597004175,F#:maj,91.819226
82,90.708115175,,
83,91.81922617499998,F:min,94.041448
84,92.930337175,,
85,94.041448175,Eb:min,96.26367
86,95.152559175,,
87,96.263670175,F:min,98.485892
88,97.37478117499998,,
89,98.485892175,Bb:min,100.708114
90,99.59700317499998,,
91,100.708114175,Eb:min,102.930336
92,101.819225175,,
93,102.930336175,F:min,105.153606
94,104.041447175,,
95,105.15360637499998,Bb:min,107.417756
96,106.28568137499998,,
97,107.41775637499998,F#:maj,109.681906
98,108.54983137499998,,
99,109.68190637499998,F:min,111.946056
100,110.81398137499998,,
101,111.94605637499998,Eb:min,114.210206
102,113.07813137499998,,
103,114.21020637499998,F:min,116.474356
104,115.34228137499998,,
105,116.474356375,Bb:min,118.738506
106,117.606431375,,
107,118.738506375,Eb:min,121.002656
108,119.870581375,,
109,121.002656375,F:min,123.266806
110,122.134731375,,
111,123.266806375,Bb:min,125.530956
112,124.398881375,,
113,125.530956375,F#:maj,127.795106
114,126.66303137499996,,
115,127.795106375,F:min,130.059256
116,128.92718137499998,,
117,130.059256375,Eb:min,132.323406
118,131.19133137499998,,
119,132.323406375,F:min,134.587556
120,133.45548137499998,,
121,134.587556375,Bb:min,136.851706
122,135.71963137499998,,
123,136.851706375,Eb:min,139.115856
124,137.98378137499998,,
125,139.115856375,F:min,141.380006
126,140.24793137499998,,
127,141.380006375,Bb:min,145.908306
128,142.512081375,,
129,143.644156375,,
130,144.776231375,,
131,145.908306375,F#:maj,148.172456
132,147.040381375,,
133,148.172456375,G:dim,150.436606
134,149.304531375,,
135,150.436606375,Eb:sus2,152.700756
136,151.568681375,,
137,152.700756375,Bb:min/5,154.964906
138,153.832831375,,
139,154.964906375,F#:maj,157.229056
140,156.096981375,,
141,157.229056375,G:dim,159.493206
142,158.361131375,,
143,159.493206375,Eb:sus4(b7),161.757356
144,160.625281375,,
145,161.757356375,C:min/b3,164.021506
146,162.88943137500002,,
147,164.021506375,N,165.15358099999997
