,time,beat_start,beat1,beat2,beat_index,mel_start,mel_end,mel_pitch,mel_velocity,mel_index,bri_start,bri_end,bri_pitch,bri_velocity,bri_index,pia_start,pia_end,pia_pitch,pia_velocity,pia_index,chord_start,chord_end,chord,chord_index
0,0.38897535,,,,,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,,,,,,,,,
1,0.622986,,,,,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,,,,,,0.622986,2.49945,C:min,0.0
2,0.6229860480000001,0.6229860480000001,1.0,1.0,0.0,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,,,,,,0.622986,2.49945,C:min,0.0
3,0.62353335,0.6229860480000001,1.0,1.0,0.0,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,0.62353335,1.7435478,55.0,61.0,0.0,0.622986,2.49945,C:min,0.0
4,0.62353335,0.6229860480000001,1.0,1.0,0.0,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,0.62353335,2.1188406,36.0,70.0,1.0,0.622986,2.49945,C:min,0.0
5,0.62353335,0.6229860480000001,1.0,1.0,0.0,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,0.62353335,2.62118565,60.0,65.0,2.0,0.622986,2.49945,C:min,0.0
6,0.62353335,0.6229860480000001,1.0,1.0,0.0,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,0.62353335,2.6426868,63.0,63.0,3.0,0.622986,2.49945,C:min,0.0
7,1.09264935,0.6229860480000001,1.0,1.0,0.0,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,1.09264935,2.33189745,43.0,37.0,4.0,0.622986,2.49945,C:min,0.0
8,1.5612180480000002,1.5612180480000002,0.0,0.0,1.0,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,1.09264935,2.33189745,43.0,37.0,4.0,0.622986,2.49945,C:min,0.0
9,1.56176535,1.5612180480000002,0.0,0.0,1.0,,,,,,0.38897535,2.39053695,67.0,81.0,0.0,1.56176535,2.31235095,48.0,65.0,5.0,0.622986,2.49945,C:min,0.0
