,time,beat_start,beat1,beat2,beat_index,mel_start,mel_end,mel_pitch,mel_velocity,mel_index,bri_start,bri_end,bri_pitch,bri_velocity,bri_index,pia_start,pia_end,pia_pitch,pia_velocity,pia_index,chord_start,chord_end,chord,chord_index
0,0.345,0.345,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.345,1.845,A:min,0.0
1,0.3453125,0.345,1.0,1.0,0.0,,,,,,,,,,,0.3453125,1.165625,45.0,54.0,0.0,0.345,1.845,A:min,0.0
2,0.3453125,0.345,1.0,1.0,0.0,,,,,,,,,,,0.3453125,1.6531250000000002,64.0,57.0,1.0,0.345,1.845,A:min,0.0
3,0.3453125,0.345,1.0,1.0,0.0,,,,,,,,,,,0.3453125,2.3953125,69.0,51.0,2.0,0.345,1.845,A:min,0.0
4,0.3453125,0.345,1.0,1.0,0.0,,,,,,,,,,,0.3453125,2.4109375,72.0,59.0,3.0,0.345,1.845,A:min,0.0
5,0.5328125,0.345,1.0,1.0,0.0,,,,,,,,,,,0.5328125,0.9171875,52.0,31.0,4.0,0.345,1.845,A:min,0.0
6,0.9171875,0.345,1.0,1.0,0.0,,,,,,,,,,,0.5328125,0.9171875,52.0,31.0,4.0,0.345,1.845,A:min,0.0
7,1.095,1.095,0.0,0.0,1.0,,,,,,,,,,,,,,,,0.345,1.845,A:min,0.0
8,1.0953125,1.095,0.0,0.0,1.0,,,,,,,,,,,1.0953125,1.5234375,57.0,44.0,5.0,0.345,1.845,A:min,0.0
9,1.165625,1.095,0.0,0.0,1.0,,,,,,,,,,,1.0953125,1.5234375,57.0,44.0,5.0,0.345,1.845,A:min,0.0
10,1.4703125,1.095,0.0,0.0,1.0,,,,,,,,,,,1.4703125,2.8140625000000004,59.0,54.0,6.0,0.345,1.845,A:min,0.0
11,1.5234375,1.095,0.0,0.0,1.0,,,,,,,,,,,1.4703125,2.8140625000000004,59.0,54.0,6.0,0.345,1.845,A:min,0.0
12,1.6531250000000002,1.095,0.0,0.0,1.0,,,,,,,,,,,1.4703125,2.8140625000000004,59.0,54.0,6.0,0.345,1.845,A:min,0.0
13,1.845,1.845,1.0,0.0,2.0,,,,,,,,,,,1.4703125,2.8140625000000004,59.0,54.0,6.0,1.845,3.345,C:maj7/7,1.0
14,2.2203125,1.845,1.0,0.0,2.0,,,,,,,,,,,2.2203125,2.7890625,60.0,44.0,7.0,1.845,3.345,C:maj7/7,1.0
15,2.3953125,1.845,1.0,0.0,2.0,,,,,,,,,,,2.2203125,2.7890625,60.0,44.0,7.0,1.845,3.345,C:maj7/7,1.0
16,2.4109375,1.845,1.0,0.0,2.0,,,,,,,,,,,2.2203125,2.7890625,60.0,44.0,7.0,1.845,3.345,C:maj7/7,1.0
17,2.595,2.595,0.0,0.0,3.0,,,,,,,,,,,2.2203125,2.7890625,60.0,44.0,7.0,1.845,3.345,C:maj7/7,1.0
18,2.5953125000000004,2.595,0.0,0.0,3.0,,,,,,,,,,,2.5953125000000004,2.9421875,64.0,55.0,8.0,1.845,3.345,C:maj7/7,1.0
19,2.7890625,2.595,0.0,0.0,3.0,,,,,,,,,,,2.5953125000000004,2.9421875,64.0,55.0,8.0,1.845,3.345,C:maj7/7,1.0
20,2.8140625000000004,2.595,0.0,0.0,3.0,,,,,,,,,,,2.5953125000000004,2.9421875,64.0,55.0,8.0,1.845,3.345,C:maj7/7,1.0
21,2.9421875,2.595,0.0,0.0,3.0,,,,,,,,,,,2.5953125000000004,2.9421875,64.0,55.0,8.0,1.845,3.345,C:maj7/7,1.0
22,2.9703125000000004,2.595,0.0,0.0,3.0,,,,,,,,,,,2.9703125000000004,3.3328125,72.0,67.0,9.0,1.845,3.345,C:maj7/7,1.0
23,3.3328125,2.595,0.0,0.0,3.0,,,,,,,,,,,2.9703125000000004,3.3328125,72.0,67.0,9.0,1.845,3.345,C:maj7/7,1.0
24,3.345,3.345,1.0,1.0,4.0,,,,,,,,,,,,,,,,3.345,4.845,G:maj,2.0
25,3.3453125000000004,3.345,1.0,1.0,4.0,,,,,,,,,,,3.3453125000000004,3.7234375,43.0,54.0,10.0,3.345,4.845,G:maj,2.0
26,3.3453125000000004,3.345,1.0,1.0,4.0,,,,,,,,,,,3.3453125000000004,4.5375000000000005,67.0,48.0,11.0,3.345,4.845,G:maj,2.0
27,3.3453125000000004,3.345,1.0,1.0,4.0,,,,,,,,,,,3.3453125000000004,4.590625,62.0,47.0,12.0,3.345,4.845,G:maj,2.0
28,3.3453125000000004,3.345,1.0,1.0,4.0,,,,,,,,,,,3.3453125000000004,4.91875,71.0,57.0,13.0,3.345,4.845,G:maj,2.0
29,3.7203125,3.345,1.0,1.0,4.0,,,,,,,,,,,3.7203125,4.165625,55.0,45.0,14.0,3.345,4.845,G:maj,2.0
30,3.7234375,3.345,1.0,1.0,4.0,,,,,,,,,,,3.7203125,4.165625,55.0,45.0,14.0,3.345,4.845,G:maj,2.0
31,4.095000000000001,4.095000000000001,0.0,0.0,5.0,,,,,,,,,,,3.7203125,4.165625,55.0,45.0,14.0,3.345,4.845,G:maj,2.0
32,4.0953125,4.095000000000001,0.0,0.0,5.0,,,,,,,,,,,4.0953125,5.8109375000000005,57.0,52.0,15.0,3.345,4.845,G:maj,2.0
33,4.165625,4.095000000000001,0.0,0.0,5.0,,,,,,,,,,,4.0953125,5.8109375000000005,57.0,52.0,15.0,3.345,4.845,G:maj,2.0
34,4.4703125,4.095000000000001,0.0,0.0,5.0,,,,,,,,,,,4.4703125,5.7703125,59.0,51.0,16.0,3.345,4.845,G:maj,2.0
35,4.5375000000000005,4.095000000000001,0.0,0.0,5.0,,,,,,,,,,,4.4703125,5.7703125,59.0,51.0,16.0,3.345,4.845,G:maj,2.0
36,4.590625,4.095000000000001,0.0,0.0,5.0,,,,,,,,,,,4.4703125,5.7703125,59.0,51.0,16.0,3.345,4.845,G:maj,2.0
37,4.845,4.095000000000001,0.0,0.0,5.0,,,,,,,,,,,4.4703125,5.7703125,59.0,51.0,16.0,4.845,6.345,B:min7/b7,3.0
38,4.845000000000001,4.845000000000001,1.0,0.0,6.0,,,,,,,,,,,4.4703125,5.7703125,59.0,51.0,16.0,4.845,6.345,B:min7/b7,3.0
39,4.8453125,4.845000000000001,1.0,0.0,6.0,,,,,,,,,,,4.8453125,5.2859375,62.0,31.0,17.0,4.845,6.345,B:min7/b7,3.0
40,4.91875,4.845000000000001,1.0,0.0,6.0,,,,,,,,,,,4.8453125,5.2859375,62.0,31.0,17.0,4.845,6.345,B:min7/b7,3.0
41,5.2203125,4.845000000000001,1.0,0.0,6.0,,,,,,,,,,,5.2203125,5.6390625000000005,72.0,67.0,18.0,4.845,6.345,B:min7/b7,3.0
42,5.2859375,4.845000000000001,1.0,0.0,6.0,,,,,,,,,,,5.2203125,5.6390625000000005,72.0,67.0,18.0,4.845,6.345,B:min7/b7,3.0
43,5.595000000000001,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,5.2203125,5.6390625000000005,72.0,67.0,18.0,4.845,6.345,B:min7/b7,3.0
44,5.5953125,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,5.5953125,5.9593750000000005,71.0,63.0,19.0,4.845,6.345,B:min7/b7,3.0
45,5.6390625000000005,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,5.5953125,5.9593750000000005,71.0,63.0,19.0,4.845,6.345,B:min7/b7,3.0
46,5.7703125,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,5.5953125,5.9593750000000005,71.0,63.0,19.0,4.845,6.345,B:min7/b7,3.0
47,5.8109375000000005,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,5.5953125,5.9593750000000005,71.0,63.0,19.0,4.845,6.345,B:min7/b7,3.0
48,5.9593750000000005,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,5.5953125,5.9593750000000005,71.0,63.0,19.0,4.845,6.345,B:min7/b7,3.0
49,5.9703125,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,5.9703125,6.2796875000000005,69.0,55.0,20.0,4.845,6.345,B:min7/b7,3.0
50,6.2796875000000005,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,5.9703125,6.2796875000000005,69.0,55.0,20.0,4.845,6.345,B:min7/b7,3.0
51,6.345,5.595000000000001,0.0,0.0,7.0,,,,,,,,,,,,,,,,6.345,7.845,A:min,4.0
52,6.345000000000001,6.345000000000001,1.0,1.0,8.0,,,,,,,,,,,,,,,,6.345,7.845,A:min,4.0
53,6.3453125,6.345000000000001,1.0,1.0,8.0,,,,,,,,,,,6.3453125,7.104687500000001,45.0,46.0,21.0,6.345,7.845,A:min,4.0
54,6.3453125,6.345000000000001,1.0,1.0,8.0,,,,,,,,,,,6.3453125,7.9046875,64.0,59.0,22.0,6.345,7.845,A:min,4.0
55,6.3453125,6.345000000000001,1.0,1.0,8.0,,,,,,,,,,,6.3453125,8.0875,72.0,67.0,23.0,6.345,7.845,A:min,4.0
56,6.7203125,6.345000000000001,1.0,1.0,8.0,,,,,,,,,,,6.7203125,7.104687500000001,52.0,37.0,24.0,6.345,7.845,A:min,4.0
57,7.095000000000001,7.095000000000001,0.0,0.0,9.0,,,,,,,,,,,6.7203125,7.104687500000001,52.0,37.0,24.0,6.345,7.845,A:min,4.0
58,7.0953125,7.095000000000001,0.0,0.0,9.0,,,,,,,,,,,7.0953125,7.615625,57.0,39.0,25.0,6.345,7.845,A:min,4.0
59,7.104687500000001,7.095000000000001,0.0,0.0,9.0,,,,,,,,,,,7.0953125,7.615625,57.0,39.0,25.0,6.345,7.845,A:min,4.0
60,7.4703125,7.095000000000001,0.0,0.0,9.0,,,,,,,,,,,7.4703125,8.7921875,59.0,54.0,26.0,6.345,7.845,A:min,4.0
61,7.615625,7.095000000000001,0.0,0.0,9.0,,,,,,,,,,,7.4703125,8.7921875,59.0,54.0,26.0,6.345,7.845,A:min,4.0
62,7.845,7.095000000000001,0.0,0.0,9.0,,,,,,,,,,,7.4703125,8.7921875,59.0,54.0,26.0,7.845,9.345,C:maj7/7,5.0
63,7.845000000000001,7.845000000000001,1.0,0.0,10.0,,,,,,,,,,,7.4703125,8.7921875,59.0,54.0,26.0,7.845,9.345,C:maj7/7,5.0
64,7.8453125,7.845000000000001,1.0,0.0,10.0,,,,,,,,,,,7.8453125,8.76875,60.0,46.0,27.0,7.845,9.345,C:maj7/7,5.0
65,7.9046875,7.845000000000001,1.0,0.0,10.0,,,,,,,,,,,7.8453125,8.76875,60.0,46.0,27.0,7.845,9.345,C:maj7/7,5.0
66,8.0875,7.845000000000001,1.0,0.0,10.0,,,,,,,,,,,7.8453125,8.76875,60.0,46.0,27.0,7.845,9.345,C:maj7/7,5.0
67,8.2203125,7.845000000000001,1.0,0.0,10.0,,,,,,,,,,,8.2203125,8.6203125,64.0,30.0,28.0,7.845,9.345,C:maj7/7,5.0
68,8.595,8.595,0.0,0.0,11.0,,,,,,,,,,,8.2203125,8.6203125,64.0,30.0,28.0,7.845,9.345,C:maj7/7,5.0
69,8.5953125,8.595,0.0,0.0,11.0,,,,,,,,,,,8.5953125,8.89375,69.0,40.0,29.0,7.845,9.345,C:maj7/7,5.0
70,8.6203125,8.595,0.0,0.0,11.0,,,,,,,,,,,8.5953125,8.89375,69.0,40.0,29.0,7.845,9.345,C:maj7/7,5.0
71,8.76875,8.595,0.0,0.0,11.0,,,,,,,,,,,8.5953125,8.89375,69.0,40.0,29.0,7.845,9.345,C:maj7/7,5.0
72,8.7921875,8.595,0.0,0.0,11.0,,,,,,,,,,,8.5953125,8.89375,69.0,40.0,29.0,7.845,9.345,C:maj7/7,5.0
73,8.89375,8.595,0.0,0.0,11.0,,,,,,,,,,,8.5953125,8.89375,69.0,40.0,29.0,7.845,9.345,C:maj7/7,5.0
74,8.9703125,8.595,0.0,0.0,11.0,,,,,,,,,,,8.9703125,9.325,71.0,44.0,30.0,7.845,9.345,C:maj7/7,5.0
75,9.325,8.595,0.0,0.0,11.0,,,,,,,,,,,8.9703125,9.325,71.0,44.0,30.0,7.845,9.345,C:maj7/7,5.0
76,9.345,9.345,1.0,1.0,12.0,,,,,,,,,,,,,,,,9.345,10.845,G:maj,6.0
77,9.3453125,9.345,1.0,1.0,12.0,,,,,,,,,,,9.3453125,11.3140625,71.0,56.0,31.0,9.345,10.845,G:maj,6.0
78,9.3453125,9.345,1.0,1.0,12.0,,,,,,,,,,,9.3453125,11.21875,62.0,50.0,32.0,9.345,10.845,G:maj,6.0
79,9.3453125,9.345,1.0,1.0,12.0,,,,,,,,,,,9.3453125,11.2328125,67.0,58.0,33.0,9.345,10.845,G:maj,6.0
80,9.3453125,9.345,1.0,1.0,12.0,,,,,,,,,,,9.3453125,10.0125,43.0,58.0,34.0,9.345,10.845,G:maj,6.0
81,9.7203125,9.345,1.0,1.0,12.0,,,,,,,,,,,9.7203125,10.0609375,50.0,40.0,35.0,9.345,10.845,G:maj,6.0
82,10.0125,9.345,1.0,1.0,12.0,,,,,,,,,,,9.7203125,10.0609375,50.0,40.0,35.0,9.345,10.845,G:maj,6.0
83,10.0609375,9.345,1.0,1.0,12.0,,,,,,,,,,,9.7203125,10.0609375,50.0,40.0,35.0,9.345,10.845,G:maj,6.0
84,10.095,10.095,0.0,0.0,13.0,,,,,,,,,,,,,,,,9.345,10.845,G:maj,6.0
85,10.0953125,10.095,0.0,0.0,13.0,,,,,,,,,,,10.0953125,10.596875,55.0,46.0,36.0,9.345,10.845,G:maj,6.0
86,10.4703125,10.095,0.0,0.0,13.0,,,,,,,,,,,10.4703125,11.8296875,57.0,48.0,37.0,9.345,10.845,G:maj,6.0
87,10.596875,10.095,0.0,0.0,13.0,,,,,,,,,,,10.4703125,11.8296875,57.0,48.0,37.0,9.345,10.845,G:maj,6.0
88,10.845,10.845,1.0,0.0,14.0,,,,,,,,,,,10.4703125,11.8296875,57.0,48.0,37.0,10.845,12.345,B:min7/b7,7.0
89,11.21875,10.845,1.0,0.0,14.0,,,,,,,,,,,10.4703125,11.8296875,57.0,48.0,37.0,10.845,12.345,B:min7/b7,7.0
90,11.2203125,10.845,1.0,0.0,14.0,,,,,,,,,,,11.2203125,11.80625,59.0,42.0,38.0,10.845,12.345,B:min7/b7,7.0
91,11.2328125,10.845,1.0,0.0,14.0,,,,,,,,,,,11.2203125,11.80625,59.0,42.0,38.0,10.845,12.345,B:min7/b7,7.0
92,11.3140625,10.845,1.0,0.0,14.0,,,,,,,,,,,11.2203125,11.80625,59.0,42.0,38.0,10.845,12.345,B:min7/b7,7.0
93,11.595,11.595,0.0,0.0,15.0,,,,,,,,,,,11.2203125,11.80625,59.0,42.0,38.0,10.845,12.345,B:min7/b7,7.0
94,11.5953125,11.595,0.0,0.0,15.0,,,,,,,,,,,11.5953125,11.91875,62.0,38.0,39.0,10.845,12.345,B:min7/b7,7.0
95,11.80625,11.595,0.0,0.0,15.0,,,,,,,,,,,11.5953125,11.91875,62.0,38.0,39.0,10.845,12.345,B:min7/b7,7.0
96,11.8296875,11.595,0.0,0.0,15.0,,,,,,,,,,,11.5953125,11.91875,62.0,38.0,39.0,10.845,12.345,B:min7/b7,7.0
97,11.91875,11.595,0.0,0.0,15.0,,,,,,,,,,,11.5953125,11.91875,62.0,38.0,39.0,10.845,12.345,B:min7/b7,7.0
98,12.345,12.345,1.0,1.0,16.0,,,,,,,,,,,,,,,,12.345,13.845,A:min,8.0
99,12.3453125,12.345,1.0,1.0,16.0,,,,,,,,,,,12.3453125,13.8671875,72.0,52.0,40.0,12.345,13.845,A:min,8.0
100,12.3453125,12.345,1.0,1.0,16.0,,,,,,,,,,,12.3453125,13.86875,64.0,56.0,41.0,12.345,13.845,A:min,8.0
101,12.3453125,12.345,1.0,1.0,16.0,,,,,,,,,,,12.3453125,13.0109375,45.0,51.0,42.0,12.345,13.845,A:min,8.0
102,12.7203125,12.345,1.0,1.0,16.0,,,,,,,,,,,12.7203125,13.0921875,52.0,42.0,43.0,12.345,13.845,A:min,8.0
103,13.0109375,12.345,1.0,1.0,16.0,,,,,,,,,,,12.7203125,13.0921875,52.0,42.0,43.0,12.345,13.845,A:min,8.0
104,13.0921875,12.345,1.0,1.0,16.0,,,,,,,,,,,12.7203125,13.0921875,52.0,42.0,43.0,12.345,13.845,A:min,8.0
105,13.095000000000002,13.095000000000002,0.0,0.0,17.0,,,,,,,,,,,,,,,,12.345,13.845,A:min,8.0
