,beat,chord,chord_end
0,0.72,N,1.6575
1,1.6575,N,2.595
2,2.595,N,3.5325
3,3.5325,N,4.47
4,4.47,N,5.4075
5,5.4075,N,6.345
6,6.345,N,7.2825
7,7.2825,N,8.22
8,8.22,N,9.1575
9,9.1575,G:min,11.0325
10,10.095,,
11,11.0325,Bb:maj,12.9075
12,11.97,,
13,12.9075,F:maj,14.7825
14,13.845,,
15,14.7825,C:maj,16.6575
16,15.72,,
17,16.6575,G:min,18.5325
18,17.595,,
19,18.5325,Bb:maj,20.4075
20,19.47,,
21,20.4075,F:maj,24.1575
22,21.345,,
23,22.2825,,
24,23.22,,
25,24.1575,G:min,26.0325
26,25.095,,
27,26.0325,Bb:maj,27.9075
28,26.97,,
29,27.9075,F:maj,29.7825
30,28.845,,
31,29.7825,C:maj,31.6575
32,30.72,,
33,31.6575,G:min,33.5325
34,32.595,,
35,33.5325,Bb:maj,35.4075
36,34.47,,
37,35.4075,F:maj,39.1575
38,36.345,,
39,37.2825,,
40,38.22,,
41,39.1575,G:min,41.0325
42,40.095,,
43,41.0325,Bb:maj,42.9075
44,41.97,,
45,42.9075,F:maj,44.7825
46,43.845,,
47,44.7825,C:maj,46.6575
48,45.72,,
49,46.6575,G:min,48.54555
50,47.600668608,,
51,48.545549608,Bb:maj,50.435312
52,49.490430608,,
53,50.435311608,F:maj,54.214836
54,51.380192608,,
55,52.325073608,,
56,53.269954608,,
57,54.214835608,C:maj,57.966594
58,55.15409413125,,
59,56.09159413125,,
60,57.02909413125,,
61,57.96659413125,D:maj,61.716594
62,58.90409413125,,
63,59.84159413125,,
64,60.77909413125,,
65,61.71659413125,G:min,63.591594
66,62.65409413125,,
67,63.59159413125,Bb:maj,65.466594
68,64.52909413124999,,
69,65.46659413124999,F:maj,67.341594
70,66.40409413124999,,
71,67.34159413124999,G:min,69.216594
72,68.27909413124999,,
73,69.21659413124999,Eb:maj,71.091594
74,70.15409413124999,,
75,71.09159413124999,Bb:maj,72.966594
76,72.02909413124999,,
77,72.96659413124999,F:maj,74.841594
78,73.90409413124999,,
79,74.84159413124999,G:min,76.716594
80,75.77909413124999,,
81,76.71659413124999,Eb:maj,78.591594
82,77.65409413124999,,
83,78.59159413124999,Bb:maj,80.466594
84,79.52909413124999,,
85,80.46659413124999,F:maj,82.341594
86,81.40409413124999,,
87,82.34159413124999,G:min,84.216594
88,83.27909413124999,,
89,84.21659413124999,Eb:maj,86.091594
90,85.15409413124999,,
91,86.09159413124999,F:maj,87.966594
92,87.02909413124999,,
93,87.96659413124999,G:min,91.716594
94,88.90409413124999,,
95,89.84159413124999,,
96,90.77909413125,,
97,91.71659413125,G:min,93.591594
98,92.65409413125,,
99,93.59159413125,Bb:maj,95.466594
100,94.52909413125,,
101,95.46659413125,F:maj,97.341594
102,96.40409413125,,
103,97.34159413125,C:maj,99.216594
104,98.27909413125,,
105,99.21659413125,G:min,101.091594
106,100.15409413125,,
107,101.09159413125,Bb:maj,102.966594
108,102.02909413125,,
109,102.96659413125,F:maj,106.716594
110,103.90409413125,,
111,104.84159413125,,
112,105.77909413125,,
113,106.71659413125,G:min,108.602102
114,107.65870746,,
115,108.60210246,Bb:maj,110.488892
116,109.54549746,,
117,110.48889246,F:maj,112.375682
118,111.43228746,,
119,112.37568246,C:maj,114.262472
120,113.31907746,,
121,114.26247246,G:min,116.149262
122,115.20586746,,
123,116.14926246,Bb:maj,118.036052
124,117.09265746,,
125,118.03605246,F:maj,121.787052
126,118.9745516625,,
127,119.9120516625,,
128,120.8495516625,,
129,121.7870516625,C:maj,125.537052
130,122.7245516625,,
131,123.6620516625,,
132,124.5995516625,,
133,125.5370516625,D:maj,129.287052
134,126.4745516625,,
135,127.4120516625,,
136,128.3495516625,,
137,129.2870516625,G:min,131.162052
138,130.2245516625,,
139,131.1620516625,Bb:maj,133.037052
140,132.0995516625,,
141,133.0370516625,F:maj,134.912052
142,133.9745516625,,
143,134.9120516625,G:min,136.787052
144,135.8495516625,,
145,136.7870516625,Eb:maj,138.662052
146,137.7245516625,,
147,138.6620516625,Bb:maj,140.537052
148,139.5995516625,,
149,140.5370516625,F:maj,142.412052
150,141.4745516625,,
151,142.4120516625,G:min,144.287052
152,143.3495516625,,
153,144.2870516625,Eb:maj,146.162052
154,145.2245516625,,
155,146.1620516625,Bb:maj,148.037052
156,147.0995516625,,
157,148.0370516625,F:maj,149.912052
158,148.9745516625,,
159,149.9120516625,G:min,151.787052
160,150.8495516625,,
161,151.7870516625,Eb:maj,153.662052
162,152.7245516625,,
163,153.6620516625,F:maj,155.537052
164,154.5995516625,,
165,155.5370516625,G:min,159.287052
166,156.4745516625,,
167,157.4120516625,,
168,158.3495516625,,
169,159.2870516625,C:maj,163.059301
170,160.22911586625,,
171,161.17251086625,,
172,162.11590586625,,
173,163.05930086625,G:min,166.810693
174,163.99819306875,,
175,164.93569306875,,
176,165.87319306875,,
177,166.81069306875,Eb:maj,168.685693
178,167.74819306875,,
179,168.68569306875,Bb:maj,170.560693
180,169.62319306875,,
181,170.56069306875,F:maj,172.435693
182,171.49819306875,,
183,172.43569306875,D:maj,174.310693
184,173.37319306875,,
185,174.31069306875,D:maj,176.185693
186,175.24819306875,,
187,176.18569306875,G:min,178.071103
188,177.1277081475,,
189,178.0711031475,Bb:maj,179.957893
190,179.0144981475,,
191,179.9578931475,F:maj,181.844683
192,180.9012881475,,
193,181.8446831475,G:min,183.731473
194,182.7880781475,,
195,183.7314731475,Eb:maj,185.618263
196,184.6748681475,,
197,185.6182631475,Bb:maj,187.497195
198,186.55822899425,,
199,187.49719499425,F:maj,189.375127
200,188.43616099425,,
201,189.37512699425,G:min,191.253059
202,190.31409299425,,
203,191.25305899425,Eb:maj,193.130991
204,192.19202499425,,
205,193.13099099425,Bb:maj,195.008923
206,194.06995699425,,
207,195.00892299425,F:maj,196.886855
208,195.94788899425,,
209,196.88685499425,G:min,198.764787
210,197.82582099425,,
211,198.76478699425,Eb:maj,200.634668
212,199.70009047691667,,
213,200.63466847691663,F:maj,202.503824
214,201.56924647691667,,
215,202.50382447691663,G:min,206.242786
216,203.43840247691668,,
217,204.37298047691667,,
218,205.30755847691668,,
219,206.24278564791663,G:min,208.117786
220,207.18028564791663,,
221,208.11778564791663,Bb:maj,209.992786
222,209.05528564791663,,
223,209.99278564791663,F:maj,211.867786
224,210.93028564791663,,
225,211.86778564791663,G:min,213.742786
226,212.80528564791663,,
227,213.74278564791663,Eb:maj,215.617786
228,214.68028564791663,,
229,215.61778564791663,Bb:maj,217.492786
230,216.55528564791663,,
231,217.49278564791663,F:maj,219.367786
232,218.43028564791663,,
233,219.36778564791663,G:min,221.242786
234,220.30528564791663,,
235,221.24278564791663,Eb:maj,223.117786
236,222.18028564791663,,
237,223.11778564791663,Bb:maj,224.992786
238,224.05528564791663,,
239,224.99278564791663,F:maj,226.867786
240,225.93028564791663,,
241,226.86778564791663,G:min,228.742786
242,227.80528564791663,,
243,228.74278564791663,Eb:maj,230.617786
244,229.68028564791663,,
245,230.61778564791663,F:maj,232.492786
246,231.55528564791663,,
247,232.49278564791663,G:min,236.242786
248,233.43028564791663,,
249,234.36778564791663,,
250,235.30528564791663,,
