,index,chord,melody,duration,time,db_index1,db_index2
16,16.0,[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15000000000000027, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9374999999999982,15.4003125,9.0,5.0
17,17.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1.],"[0.0, 0.14166666666666666, 0.0, 0.5103333333333315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,16.3378125,10.0,6.0
18,18.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1.],"[0.0, 0.24991666666666484, 0.0, 0.037583333333335155, 0.0, 0.0, 0.39375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,17.2753125,10.0,6.0
19,19.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,18.2128125,11.0,6.0
20,20.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.11883333333333515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17291666666666666, 0.0, 0.13541666666666666, 0.0]",0.9375,19.1503125,11.0,6.0
21,21.0,[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11458333333333333, 0.5290833333333315]",0.9375,20.0878125,12.0,7.0
22,22.0,[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1.],"[0.0, 0.0, 0.0, 0.24991666666666484, 0.0, 0.0, 0.13958333333333334, 0.0, 0.0, 0.0, 0.0, 0.25841666666666846]",0.9375,21.0253125,12.0,7.0
23,23.0,[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,21.9628125,13.0,7.0
24,24.0,[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.34175000000000183, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13958333333333334]",0.9375,22.9003125,13.0,7.0
25,25.0,[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.36449999999999816, 0.0, 0.0, 0.0, 0.325, 0.0, 0.0, 0.0]",0.9375,23.8378125,14.0,8.0
26,26.0,[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.052166666666668485, 0.0, 0.14375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,24.7753125,14.0,8.0
27,27.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17916666666666667, 0.0, 0.0, 0.0, 0.16041666666666668, 0.24991666666666484]",0.9375,25.7128125,15.0,8.0
28,28.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24991666666666484, 0.0, 0.0, 0.0, 0.0, 0.5417500000000018]",0.9375,26.6503125,15.0,8.0
29,29.0,[0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],"[0.0, 0.16666666666666666, 0.0, 0.24991666666666484, 0.0, 0.0, 8.333333333515232e-05, 0.0, 0.0, 0.0, 0.0, 0.3645833333333333]",0.9375,27.5878125,16.0,9.0
30,30.0,[0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],"[0.0, 0.3707499999999982, 0.0, 0.3605000000000018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,28.5253125,16.0,9.0
31,31.0,[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.9834166666666685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,29.4628125,17.0,9.0
32,32.0,[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,30.4003125,17.0,9.0
33,33.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1.],"[0.0, 0.15833333333333333, 0.0, 0.4769999999999982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,31.3378125,18.0,10.0
34,34.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1.],"[0.0, 0.0, 0.0, 0.28758333333333513, 0.0, 0.0, 0.18333333333333332, 0.0, 0.24991666666666484, 0.0, 0.0, 0.0]",0.9375,32.2753125,18.0,10.0
35,35.0,[0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7499166666666649, 0.0, 0.1334166666666685, 0.0, 0.0, 0.0]",0.9375,33.2128125,19.0,10.0
36,36.0,[0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22091666666666848, 0.0, 0.0, 0.0, 0.0, 0.20416666666666666]",0.9375,34.1503125,19.0,10.0
37,37.0,[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12083333333333333, 0.5249166666666648]",0.9375,35.0878125,20.0,11.0
38,38.0,[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1.],"[0.0, 0.0, 0.0, 0.0, 0.3958333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41258333333333513]",0.9375,36.0253125,20.0,11.0
39,39.0,[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.9999166666666649, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,36.9628125,21.0,11.0
40,40.0,[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.12716666666666848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12083333333333333]",0.9375,37.9003125,21.0,11.0
41,41.0,[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.3707499999999982, 0.0, 0.0, 0.0, 0.38125, 0.0, 0.0, 0.0]",0.9375,38.8378125,22.0,12.0
42,42.0,[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.25008333333333516, 0.0, 0.41041666666666665, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,39.7753125,22.0,12.0
43,43.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.33958333333333335, 0.24991666666666484]",0.9375,40.7128125,23.0,12.0
44,44.0,[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13958333333333334, 0.0, 0.0, 0.0, 0.0, 0.4855000000000018]",0.9375,41.6503125,23.0,12.0
45,45.0,[0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.14166666666666666, 0.0, 0.24991666666666484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26458333333333334]",0.9375,42.5878125,24.0,13.0
46,46.0,[0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0.],"[0.0, 0.3165833333333315, 0.0, 0.3480000000000018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9375,43.5253125,24.0,13.0
