,beat,chord,chord_end
0,0.078346828,C:maj,1.070079
1,0.5742128279999998,,
2,1.0700788279999998,C:maj,1.565945
3,1.5659448279999997,Bb:sus4,3.053543
4,2.061810828,,
5,2.557676828,,
6,3.053542828,G:min/b3,4.045275
7,3.549408828,,
8,4.045274827999999,Ab:maj,7.020471
9,4.541140828,,
10,5.037006828,,
11,5.532872828,,
12,6.028738828,,
13,6.524604827999999,,
14,7.020470828,F:min,9.003935
15,7.516336827999999,,
16,8.012202828,,
17,8.508068827999999,,
18,9.003934827999998,Bb:maj,10.987399
19,9.499800828,,
20,9.995666828,,
21,10.491532828,,
22,10.987398827999998,Eb:maj7/7,12.970863
23,11.483264828,,
24,11.979130828,,
25,12.474996827999998,,
26,12.970862828,C:sus2,13.962595
27,13.466728828,,
28,13.962594828,Bb:sus4,14.954327
29,14.458460827999998,,
30,14.954326828,Ab:maj7,16.937791
31,15.450192828,,
32,15.946058827999998,,
33,16.441924827999998,,
34,16.937790827999997,Ab:maj6,18.425389
35,17.433656827999997,,
36,17.929522828,,
37,18.425388828,C:min,19.912987
38,18.921254828,,
39,19.417120828,,
40,19.912986828,Bb:maj6,21.400585
41,20.408852828,,
42,20.904718828,,
43,21.400584828,C:min,22.888183
44,21.896450828,,
45,22.392316828,,
46,22.888182828,Bb:maj6,24.375781
47,23.384048828,,
48,23.879914828,,
49,24.375780828,C:min,25.863379
50,24.871646828,,
51,25.367512828,,
52,25.863378828,Bb:maj,27.350977
53,26.359244828,,
54,26.855110828,,
55,27.350976828,C:min,28.838575
56,27.846842828,,
57,28.342708828,,
58,28.838574828,C:min,31.813771
59,29.334440828,,
60,29.830306828,,
61,30.326172828,,
62,30.822038828,,
63,31.317904828,,
64,31.813770828,Bb:maj,33.301369
65,32.309636827999995,,
66,32.805502827999995,,
67,33.301368827999994,Ab:maj,34.788967
68,33.79723482799999,,
69,34.293100828,,
70,34.788966828,Ab:maj,36.276565
71,35.284832828,,
72,35.780698828,,
73,36.276564828,C:min,37.764163
74,36.772430828,,
75,37.268296828,,
76,37.764162828,Bb:maj,39.251761
77,38.260028828,,
78,38.755894828,,
79,39.251760828,Eb:maj,40.739359
80,39.747626828,,
81,40.243492828,,
82,40.739358828,Eb:maj,42.226957
83,41.235224828,,
84,41.731090828,,
85,42.226956828,F:min,43.714555
86,42.722822828,,
87,43.218688828,,
88,43.714554828,Bb:maj,45.202153
89,44.210420828,,
90,44.706286828,,
91,45.202152828,Eb:maj,46.689751
92,45.698018828,,
93,46.193884828,,
94,46.689750828,Ab:maj,48.177349
95,47.185616828,,
96,47.681482828,,
97,48.177348828,C#:maj,49.664947
98,48.673214828,,
99,49.169080828,,
100,49.664946828,C#:maj,51.152545
101,50.160812828,,
102,50.656678828,,
103,51.152544828,C:maj/5,52.640143
104,51.648410828,,
105,52.144276828,,
106,52.640142828,G:maj,54.127741
107,53.136008828,,
108,53.631874828,,
109,54.127740828,C:min,55.615339
110,54.623606828,,
111,55.119472828,,
112,55.615338828,Bb:maj,57.102937
113,56.111204828,,
114,56.607070828,,
115,57.102936828,Ab:maj,58.590535
116,57.598802828,,
117,58.094668828,,
118,58.590534828,Ab:maj,60.078133
119,59.086400828,,
120,59.582266828,,
121,60.078132828,C:min,61.565731
122,60.573998828,,
123,61.069864828,,
124,61.565730828,Bb:maj,63.053329
125,62.061596828,,
126,62.557462828,,
127,63.053328828,Eb:maj,64.540927
128,63.54919482799999,,
129,64.04506082799999,,
130,64.540926828,Eb:maj,66.028525
131,65.03679282799999,,
132,65.532658828,,
133,66.02852482799999,F:min,67.516123
134,66.524390828,,
135,67.02025682799999,,
136,67.516122828,Bb:maj,69.003721
137,68.01198882799999,,
138,68.50785482799999,,
139,69.00372082799998,Eb:maj,70.491319
140,69.49958682799999,,
141,69.99545282799998,,
142,70.49131882799999,Ab:maj,71.978917
143,70.98718482799998,,
144,71.48305082799999,,
145,71.97891682799998,C#:maj,73.466515
146,72.47478282799999,,
147,72.970648828,,
148,73.46651482799999,C#:maj,74.954113
149,73.962380828,,
150,74.45824682799999,,
151,74.95411282799999,C:maj/5,76.441711
152,75.44997882799998,,
153,75.94584482799999,,
154,76.44171082799998,G:maj,77.929309
155,76.93757682799999,,
156,77.43344282799998,,
157,77.92930882799999,Ab:maj,79.416907
158,78.42517482799998,,
