,beat,chord,chord_end
0,0.296521324,N,1.166085
1,1.166085324,N,2.035649
2,2.0356493240000004,Eb:maj,3.774777
3,2.9052133240000004,,
4,3.774777324000001,F:maj,5.513905
5,4.644341324000001,,
6,5.513905324,G:min,8.992161
7,6.383469324000001,,
8,7.253033324,,
9,8.122597324,,
10,8.992161324,Eb:maj,10.731289
11,9.861725324,,
12,10.731289324,F:maj,12.470417
13,11.600853324,,
14,12.470417324,G:maj,15.948673
15,13.339981324,,
16,14.209545324,,
17,15.079109324,,
18,15.948673324,G:maj,19.426929
19,16.818237324000002,,
20,17.687801324000002,,
21,18.557365324000003,,
22,19.426929324000003,Eb:maj,22.035621
23,20.296493324,,
24,21.166057324,,
25,22.035621324,D:min/b3,22.905185
26,22.905185324,G:min,26.383441
27,23.774749324,,
28,24.644313324,,
29,25.513877324000003,,
30,26.383441324000003,F:maj,29.861697
31,27.253005324000004,,
32,28.122569324,,
33,28.992133324,,
34,29.861697324,Eb:maj,33.339953
35,30.731261324,,
36,31.600825324,,
37,32.470389324,,
38,33.339953324,Bb:maj,36.818209
39,34.209517324000004,,
40,35.079081324,,
41,35.948645324000005,,
42,36.818209324,C:min,38.557337
43,37.687773324000005,,
44,38.557337324,F:maj,40.296465
45,39.426901324,,
46,40.296465324,G:min,43.774721
47,41.166029324,,
48,42.035593324,,
49,42.905157324,,
50,43.774721324000005,G:min,47.252977
51,44.644285324,,
52,45.513849324000006,,
53,46.383413324,,
54,47.252977324,Eb:maj,49.861669
55,48.122541324,,
56,48.992105324,,
57,49.861669324000005,D:min/b3,50.731233
58,50.731233324,G:min,54.209489
59,51.600797324000006,,
60,52.470361324,,
61,53.339925324000006,,
62,54.209489324,F:maj,57.687745
63,55.079053324,,
64,55.948617324,,
65,56.818181324,,
66,57.687745324,Eb:maj,61.166001
67,58.557309324,,
68,59.426873324000006,,
69,60.296437324,,
70,61.16600132400001,Bb:maj,64.644257
71,62.035565324,,
72,62.905129324,,
73,63.774693324000005,,
74,64.64425732400001,C:min,66.383385
75,65.513821324,,
76,66.383385324,F:maj,68.122513
77,67.252949324,,
78,68.12251332400001,G:min,71.600769
79,68.99207732400001,,
80,69.861641324,,
81,70.731205324,,
82,71.600769324,Eb:maj,75.079025
83,72.47033332400001,,
84,73.339897324,,
85,74.209461324,,
86,75.079025324,Bb:maj,78.557281
87,75.94858932400001,,
88,76.81815332400001,,
89,77.687717324,,
90,78.557281324,Eb:maj,80.296409
91,79.426845324,,
92,80.29640932400001,F:maj,82.035537
93,81.165973324,,
94,82.035537324,Bb:maj,85.513793
95,82.905101324,,
96,83.77466532400001,,
97,84.64422932400001,,
98,85.513793324,Eb:maj,88.992049
99,86.383357324,,
100,87.252921324,,
101,88.12248532400001,,
102,88.992049324,D:min,89.861613
103,89.861613324,G:min,92.470305
104,90.731177324,,
105,91.600741324,,
106,92.470305324,C:min7,94.209433
107,93.339869324,,
108,94.209433324,F:maj,95.948561
109,95.078997324,,
110,95.948561324,G:min,99.426817
111,96.818125324,,
112,97.687689324,,
113,98.557253324,,
114,99.426817324,G:min,102.905073
115,100.296381324,,
116,101.165945324,,
117,102.035509324,,
118,102.905073324,Eb:maj,105.513765
119,103.774637324,,
120,104.644201324,,
121,105.513765324,D:min/b3,106.383329
122,106.383329324,G:min,109.861585
123,107.252893324,,
124,108.122457324,,
125,108.992021324,,
126,109.861585324,F:maj,113.339841
127,110.731149324,,
128,111.60071332400004,,
129,112.47027732400002,,
130,113.33984132400002,Eb:maj,116.818097
131,114.20940532400002,,
132,115.078969324,,
133,115.94853332400002,,
134,116.81809732400002,Bb:maj,120.296353
135,117.68766132400002,,
136,118.55722532400002,,
137,119.42678932400004,,
138,120.29635332400002,C:min,122.035481
139,121.16591732400002,,
140,122.03548132400002,F:maj,123.774609
141,122.905045324,,
142,123.77460932400002,G:min,127.252865
143,124.64417332400002,,
144,125.51373732400002,,
145,126.38330132400002,,
146,127.25286532400004,Eb:maj,130.731121
147,128.12242932400002,,
148,128.99199332400002,,
149,129.86155732400002,,
150,130.731121324,Bb:maj,134.209377
151,131.600685324,,
152,132.470249324,,
153,133.33981332400003,,
154,134.20937732400003,Eb:maj,135.948505
155,135.07894132400003,,
156,135.94850532400002,F:maj,137.687633
157,136.81806932400002,,
158,137.68763332400002,Bb:maj,141.165889
159,138.557197324,,
160,139.426761324,,
161,140.296325324,,
162,141.16588932400003,Eb:maj,144.644145
163,142.03545332400003,,
164,142.90501732400003,,
165,143.77458132400002,,
166,144.64414532400002,D:min,145.513709
167,145.51370932400002,G:min,148.122401
168,146.38327332400002,,
169,147.252837324,,
170,148.122401324,C:min7,149.861529
171,148.99196532400003,,
172,149.86152932400003,F:maj,151.600657
173,150.73109332400003,,
174,151.60065732400005,G:min,155.078913
175,152.47022132400002,,
176,153.33978532400002,,
177,154.20934932400002,,
178,155.078913324,Eb:maj,156.818041
179,155.948477324,,
180,156.81804132400003,F:maj,158.557169
181,157.68760532400003,,
182,158.55716932400003,D:min,160.296297
183,159.42673332400005,,
184,160.29629732400002,G:min,162.035425
185,161.16586132400002,,
186,162.03542532400002,C:min,163.774553
187,162.904989324,,
188,163.774553324,Ab:maj,165.513681
189,164.64411732400004,,
190,165.51368132400003,D:maj,168.991937
191,166.38324532400003,,
192,167.25280932400003,,
193,168.12237332400002,,
194,168.99193732400002,Eb:maj,172.470193
195,169.86150132400002,,
196,170.731065324,,
197,171.600629324,,
198,172.47019332400004,Bb:maj,175.948449
199,173.33975732400003,,
200,174.20932132400003,,
201,175.07888532400003,,
202,175.94844932400002,Eb:maj,177.687577
203,176.81801332400002,,
204,177.68757732400002,F:maj,179.426705
205,178.557141324,,
206,179.426705324,Bb:maj,182.904961
207,180.29626932400004,,
208,181.16583332400003,,
209,182.03539732400003,,
210,182.90496132400003,Eb:maj,186.383217
211,183.774525324,,
212,184.644089324,,
213,185.513653324,,
214,186.383217324,D:min,187.252781
215,187.252781324,G:min,189.861473
216,188.12234532400004,,
217,188.99190932400003,,
218,189.86147332400003,C:min7,191.600601
219,190.73103732400003,,
220,191.600601324,F:maj,193.339729
221,192.470165324,,
222,193.339729324,G:min,196.817985
223,194.209293324,,
224,195.078857324,,
225,195.94842132400004,,
226,196.81798532400003,Eb:maj,197.687549
227,197.68754932400003,F:maj,198.557113
228,198.55711332400003,G:min,200.296241
229,199.426677324,,
230,200.296241324,Bb:maj,203.774497
231,201.165805324,,
232,202.035369324,,
233,202.904933324,,
234,203.77449732400004,Eb:maj,205.513625
235,204.64406132400003,,
236,205.51362532400003,F:maj,207.252753
