,start,end,pitch,velocity
0,43.01487231041666,46.9742662,76.0,58.0
1,47.11742831041666,50.696481070833336,73.0,66.0
2,51.21998431041666,53.061861014583336,74.0,58.0
3,51.21998431041666,53.0639977625,69.0,58.0
4,54.296901310416665,54.78407983541667,76.0,74.0
5,54.809720810416664,55.2819421,74.0,65.0
6,55.32254031041666,58.20928674583333,73.0,68.0
7,71.73276431041667,75.55967982916667,69.0,74.0
8,92.24554431041666,93.79468655,69.0,64.0
9,93.78400281041667,94.31177954583333,71.0,80.0
10,94.29682231041667,96.34382681458334,69.0,70.0
11,97.88655881041667,98.30963489791667,74.0,74.0
12,98.39937831041667,100.1408278625,76.0,80.0
13,100.45065631041666,102.45278910833333,73.0,67.0
14,102.50193431041667,103.93782891041667,76.0,93.0
15,104.04039281041666,104.49338336875,73.0,55.0
16,104.55321231041667,110.33738892083333,71.0,74.0
17,110.70704631041667,114.45276540833333,76.0,83.0
18,114.80960231041666,117.86515183125,73.0,68.0
19,117.88651931041666,118.42925328125,71.0,80.0
20,118.39933881041667,118.97198725208334,69.0,74.0
21,118.91215831041667,120.98480378958334,74.0,72.0
22,123.01471431041666,124.51471134791666,73.0,74.0
23,124.55317281041667,125.07667605,73.0,74.0
24,125.06599231041666,125.95060594791667,74.0,80.0
25,126.09163131041666,127.05957811666667,76.0,102.0
26,127.11727031041667,129.40572732916667,78.0,68.0
27,130.19418731041668,131.09589493125,78.0,68.0
28,131.21982631041666,133.1279422,76.0,83.0
29,133.27110431041666,134.96554540833333,73.0,67.0
30,140.04245845833333,140.21339829166666,69.0,54.0
31,140.15143260208333,140.35656040208335,73.0,93.0
32,140.42707308333334,140.50826950416666,69.0,74.0
33,140.45271405833333,140.64288462291665,73.0,83.0
34,140.77322624583334,140.87792689375,68.0,66.0
35,140.82237144791668,141.05314022291665,71.0,74.0
36,141.1279264,141.2433107875,68.0,69.0
37,141.21339631666666,141.38006265416666,71.0,72.0
38,141.4740795625,142.10655694583332,68.0,74.0
39,141.49544704166667,142.47835108333334,71.0,93.0
40,143.307409275,143.49116959583333,64.0,80.0
41,143.47834910833333,143.8074082875,68.0,87.0
42,143.81595527916667,144.18561266875,69.0,90.0
