,beat,chord,chord_end
0,0.431999784,F:maj,6.079056
1,1.843763784,,
2,3.2555277840000003,,
3,4.6672917840000006,,
4,6.079055784,D:min,11.726112
5,7.490819784,,
6,8.902583784,,
7,10.314347784,,
8,11.726111784000002,Bb:maj,14.54964
9,13.137875784,,
10,14.549639784,A:min,15.961404
11,15.961403784,D:min,17.373168
12,17.373167784,G:min,20.196696
13,18.784931784,,
14,20.196695784,C:maj,23.020224
15,21.608459784,,
16,23.020223784,F:maj,25.843752
17,24.431987784000004,,
18,25.843751784,D:min,28.66728
19,27.255515784000004,,
20,28.667279784,Bb:maj,31.490808
21,30.079043784000003,,
22,31.490807784,C:maj,34.314336
23,32.902571784,,
24,34.314335784,F:maj,37.137864
25,35.726099784000006,,
26,37.137863784,D:min,39.961392
27,38.549627784,,
28,39.961391784,Bb:maj,42.78492
29,41.373155784000005,,
30,42.784919784,C:maj,45.608448
31,44.196683784,,
32,45.608447784,Bb:maj,48.431976
33,47.020211784,,
34,48.43197578399999,D:min,51.255504
35,49.84373978399999,,
36,51.25550378399999,G:min,54.079032
37,52.66726778399999,,
38,54.079031784,C:maj,56.90256
39,55.49079578399999,,
40,56.90255978399999,F:maj,59.726088
41,58.31432378399999,,
42,59.72608778399999,F:maj7/7,62.549616
43,61.13785178399999,,
44,62.54961578399999,D:min,68.196672
45,63.96137978399999,,
46,65.37314378399999,,
47,66.784907784,,
48,68.19667178399999,Bb:maj,71.0202
49,69.608435784,,
50,71.02019978399998,G:sus2,72.431964
51,72.43196378399999,G:min,73.843728
52,73.843727784,C:maj,79.490784
53,75.25549178399999,,
54,76.66725578399999,,
55,78.079019784,,
56,79.49078378399999,F:maj,82.314312
57,80.90254778399999,,
58,82.314311784,F:maj7/7,85.13784
59,83.72607578399999,,
60,85.137839784,D:min,90.784896
61,86.54960378399998,,
62,87.96136778399999,,
63,89.373131784,,
64,90.784895784,Bb:maj,93.608424
65,92.196659784,,
66,93.608423784,G:min,96.431952
67,95.020187784,,
68,96.431951784,C:maj,102.079008
69,97.843715784,,
70,99.255479784,,
71,100.667243784,,
72,102.07900778399998,D:min,103.490772
73,103.490771784,E:sus4(b7),104.902536
74,104.902535784,F:maj,107.726064
75,106.314299784,,
76,107.726063784,Bb:maj,113.37312
77,109.137827784,,
78,110.549591784,,
79,111.961355784,,
80,113.373119784,F:maj/5,116.196648
81,114.784883784,,
82,116.196647784,D:min,119.020176
83,117.60841178399998,,
84,119.020175784,Bb:maj,121.843704
85,120.431939784,,
86,121.84370378399998,C:maj,124.667232
87,123.255467784,,
88,124.667231784,Bb:maj,127.49076
89,126.078995784,,
90,127.490759784,D:min,130.314288
91,128.90252378399998,,
92,130.314287784,G:min,133.137816
93,131.726051784,,
94,133.137815784,C:maj,135.961344
95,134.549579784,,
96,135.96134378399998,F:maj,138.784872
97,137.37310778399998,,
98,138.784871784,F:maj7/7,141.6084
99,140.196635784,,
100,141.608399784,D:min,147.255456
101,143.02016378399998,,
102,144.43192778399998,,
103,145.843691784,,
104,147.255455784,Bb:maj,150.078984
105,148.667219784,,
106,150.078983784,G:sus2,151.490748
107,151.49074778399998,G:min,152.902512
108,152.90251178399998,C:maj,158.549568
109,154.314275784,,
110,155.726039784,,
111,157.137803784,,
112,158.54956778399998,F:maj,161.373096
113,159.96133178399998,,
114,161.373095784,F:maj7/7,164.196624
115,162.784859784,,
116,164.196623784,D:min,169.84368
117,165.608387784,,
118,167.02015178399998,,
119,168.43191578399998,,
120,169.843679784,Bb:maj,172.667208
121,171.255443784,,
122,172.667207784,G:min,175.490736
123,174.07897178399998,,
124,175.49073578399998,C:maj,181.137792
125,176.902499784,,
126,178.314263784,,
127,179.726027784,,
128,181.137791784,Bb:maj,183.96132
129,182.549555784,,
130,183.961319784,A:min,186.784848
131,185.373083784,,
132,186.784847784,G:min,189.608376
133,188.196611784,,
134,189.608375784,C:maj,192.431904
135,191.020139784,,
136,192.431903784,C#:maj,198.07896
137,193.843667784,,
138,195.255431784,,
139,196.667195784,,
140,198.078959784,F#:maj,200.902488
141,199.490723784,,
142,200.902487784,F#:maj7/7,203.726016
143,202.314251784,,
144,203.726015784,Eb:min,209.373072
145,205.137779784,,
146,206.549543784,,
147,207.961307784,,
148,209.373071784,B:maj,212.1966
149,210.784835784,,
150,212.196599784,Ab:sus2,213.608364
151,213.608363784,Ab:min,215.020128
152,215.020127784,C#:maj,220.667184
153,216.431891784,,
154,217.843655784,,
155,219.255419784,,
156,220.667183784,F#:maj,223.490712
157,222.078947784,,
158,223.490711784,F#:maj7/7,226.31424
159,224.902475784,,
160,226.314239784,Eb:min,231.961296
161,227.726003784,,
162,229.137767784,,
163,230.549531784,,
164,231.961295784,B:maj,234.784824
165,233.373059784,,
166,234.784823784,Ab:min,237.608352
167,236.196587784,,
168,237.608351784,C#:maj,243.255408
169,239.020115784,,
170,240.431879784,,
171,241.843643784,,
172,243.255407784,B:maj,246.078936
173,244.667171784,,
174,246.078935784,Bb:min,248.902464
175,247.490699784,,
176,248.902463784,Ab:min,251.725992
177,250.314227784,,
178,251.725991784,C#:maj,254.54952
179,253.137755784,,
180,254.549519784,F#:maj,261.60834
181,255.961283784,,
182,257.373047784,,
183,258.784811784,,
184,260.196575784,,
