,beat,chord,chord_end
0,0.0743999999999999,G:min,1.6744
1,0.8744,,
2,1.6744,F:maj,3.2744
3,2.4744,,
4,3.2744,C:min,4.0744
5,4.0744,F:maj,4.8744
6,4.8744,Bb:maj,6.4744
7,5.6744,,
8,6.4744,C:min,8.0744
9,7.274400000000001,,
10,8.0744,D:min,9.6744
11,8.874400000000001,,
12,9.6744,G:min,12.8744
13,10.4744,,
14,11.2744,,
15,12.0744,,
16,12.8744,G:min,16.0744
17,13.6744,,
18,14.4744,,
19,15.274399999999998,,
20,16.0744,F:maj,19.2744
21,16.874399999999998,,
22,17.6744,,
23,18.4744,,
24,19.2744,Eb:maj,20.8744
25,20.0744,,
26,20.8744,F:maj,22.4744
27,21.6744,,
28,22.4744,G:sus4,24.8744
29,23.2744,,
30,24.0744,,
31,24.8744,G:min,25.6744
32,25.6744,Eb:maj,27.2744
33,26.474400000000003,,
34,27.274400000000004,F:maj,28.8744
35,28.074400000000004,,
36,28.874400000000005,D:min,30.4744
37,29.67440000000001,,
38,30.474400000000006,G:min,32.0744
39,31.274400000000004,,
40,32.074400000000004,Eb:maj7,33.6744
41,32.87440000000001,,
42,33.674400000000006,F:maj,35.2744
43,34.4744,,
44,35.27440000000001,G:sus2,38.4744
45,36.0744,,
46,36.87440000000001,,
47,37.674400000000006,,
48,38.4744,G:min,41.6744
49,39.27440000000001,,
50,40.0744,,
51,40.87440000000001,,
52,41.674400000000006,D:min,44.8744
53,42.4744,,
54,43.27440000000001,,
55,44.0744,,
56,44.87440000000001,Eb:maj,46.4744
57,45.674400000000006,,
58,46.4744,F:maj,48.0744
59,47.27440000000001,,
60,48.0744,G:min,49.6744
61,48.87440000000001,,
62,49.674400000000006,G:sus2,51.2744
63,50.4744,,
64,51.27440000000001,Eb:maj,52.8744
65,52.0744,,
66,52.87440000000001,F:maj,54.4744
67,53.674400000000006,,
68,54.4744,D:min,56.0744
69,55.2744,,
70,56.0744,G:min,57.6744
71,56.8744,,
72,57.6744,Eb:maj,59.2744
73,58.4744,,
74,59.2744,F:maj,60.8744
75,60.0744,,
76,60.8744,D:maj,64.0744
77,61.6744,,
78,62.4744,,
79,63.2744,,
80,64.0744,G:min,65.6744
81,64.8744,,
82,65.6744,D:min,67.2744
83,66.4744,,
84,67.2744,Eb:maj,68.0744
85,68.0744,F:sus4,68.8744
86,68.8744,Bb:maj,70.4744
87,69.6744,,
88,70.4744,C:min,72.0744
89,71.2744,,
90,72.0744,G:min,73.6744
91,72.8744,,
92,73.6744,Eb:maj7,75.2744
93,74.4744,,
94,75.2744,D:maj,76.8744
95,76.0744,,
96,76.8744,G:min,78.4744
97,77.6744,,
98,78.4744,D:min,80.0744
99,79.2744,,
100,80.0744,Eb:maj,80.8744
101,80.8744,F:maj,81.6744
102,81.6744,Bb:maj,83.2744
103,82.4744,,
104,83.2744,C:min,84.8744
105,84.0744,,
106,84.8744,G:min,86.4744
107,85.6744,,
108,86.4744,Eb:maj,88.0744
109,87.2744,,
110,88.0744,D:maj,89.6744
111,88.8744,,
112,89.6744,G:min,92.8744
113,90.4744,,
114,91.2744,,
115,92.0744,,
116,92.8744,G:min,94.4744
117,93.6744,,
118,94.4744,D:min,96.0744
119,95.2744,,
120,96.0744,Eb:maj,96.8744
121,96.8744,F:maj,97.6744
122,97.6744,Bb:maj,99.2744
123,98.4744,,
124,99.2744,C:min,100.8744
125,100.0744,,
126,100.8744,G:min,102.4744
