,beat,chord,chord_end
0,0.114166621,N,0.9475
1,0.947499621,N,1.780833
2,1.780832621,G:maj,5.114165
3,2.614165621,,
4,3.4474986210000003,,
5,4.280831621,,
6,5.1141646210000005,G:maj,8.447497
7,5.947497621,,
8,6.780830621000001,,
9,7.614163621,,
10,8.447496621,G:maj,11.780829
11,9.280829621,,
12,10.114162621,,
13,10.947495621,,
14,11.780828621,G:maj,15.114161
15,12.614161621,,
16,13.447494621,,
17,14.280827621,,
18,15.114160621,G:maj,18.447493
19,15.947493621,,
20,16.780826621,,
21,17.614159621,,
22,18.447492621,E:min/b3,19.280826
23,19.280825621,D:maj/3,21.780825
24,20.114158621,,
25,20.947491621,,
26,21.780824621,D:maj/3,22.614158
27,22.614157621,E:min,23.447491
28,23.447490621,E:min7,25.114157
29,24.280823621,,
30,25.114156621,E:min7,25.94749
31,25.947489621,D:maj,28.447489
32,26.780822621,,
33,27.614155621,,
34,28.447488621000005,D:maj,29.280822
35,29.280821621000005,C:maj,31.780821
36,30.114154621000004,,
37,30.947487621000004,,
38,31.780820621000004,C:maj,32.614154
39,32.614153621,G:maj,35.114153
40,33.447486621,,
41,34.280819621000006,,
42,35.114152621,G:maj,35.947486
43,35.947485621000006,A:min,38.447485
44,36.780818621,,
45,37.614151621000005,,
46,38.447484621,C#:aug,39.280818
47,39.280817621,D:sus4,40.947484
48,40.114150621,,
49,40.947483621,D:maj,41.780817
50,41.78081662100001,D:maj,42.61415
51,42.614149621,G:maj,45.114149
52,43.447482621000006,,
53,44.280815621,,
54,45.114148621000005,G:maj7/7,46.780815
55,45.947481621,,
56,46.780814621000005,D:maj/3,48.447481
57,47.614147621,,
58,48.447480621,D:maj/3,49.280814
59,49.280813621,E:min,51.780813
60,50.114146621,,
61,50.94747962100001,,
62,51.780812621,E:min7,52.614146
63,52.614145621000006,D:maj,55.114145
64,53.447478621,,
65,54.280811621000005,,
66,55.114144621,D:sus4,55.947478
67,55.947477621,C:maj,57.614144
